Animal ID,Name_in,DateTime_in,MonthYear_in,Found Location,Intake Type,Intake Condition,Animal Type_in,Sex upon Intake,Age upon Intake,Breed_in,Color_in,Name_out,DateTime_out,MonthYear_out,Date of Birth,Outcome Type,Outcome Subtype,Animal Type_out,Sex upon Outcome,Age upon Outcome,Breed_out,Color_out,shelter_time
A761082,Fiona,2017-10-28 16:37:00,10/28/2017 04:37:00 PM,Austin (TX),Owner Surrender,Normal,Other,Spayed Female,3 years,English Spot,White/Brown,Fiona,2018-01-23 17:12:00,01/23/2018 05:12:00 PM,10/28/2014,Adoption,,Other,Spayed Female,3 years,English Spot,White/Brown,87 days 00:35:00
A777842,Gibbles,2018-08-04 12:01:00,08/04/2018 12:01:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,7 months,Guinea Pig Mix,Tricolor/White,Gibbles,2018-08-18 11:42:00,08/18/2018 11:42:00 AM,12/04/2017,Adoption,Foster,Other,Intact Male,8 months,Guinea Pig Mix,Tricolor/White,13 days 23:41:00
A810225,Bun Bun,2019-12-09 13:11:00,12/09/2019 01:11:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,9 months,Havana,Chocolate,Bun Bun,2020-01-02 17:52:00,01/02/2020 05:52:00 PM,02/09/2019,Adoption,,Other,Neutered Male,10 months,Havana,Chocolate,24 days 04:41:00
A770701,,2018-04-24 08:01:00,04/24/2018 08:01:00 AM,4434 Frontier Trl in Austin (TX),Public Assist,Normal,Other,Unknown,1 year,Mouse Mix,White,,2018-05-03 16:32:00,05/03/2018 04:32:00 PM,04/24/2017,Adoption,,Other,Unknown,1 year,Mouse Mix,White,9 days 08:31:00
A734229,Rizzo,2016-09-03 12:04:00,09/03/2016 12:04:00 PM,2815 Hwy 71 in Austin (TX),Public Assist,Normal,Other,Intact Female,2 months,Rabbit Sh Mix,Black,Rizzo,2016-09-12 17:37:00,09/12/2016 05:37:00 PM,07/03/2016,Adoption,,Other,Intact Female,2 months,Rabbit Sh Mix,Black,9 days 05:33:00
A765667,*Patches,2018-01-24 13:43:00,01/24/2018 01:43:00 PM,Convict Hill Road & Escarpment Boulevard in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Checkered Giant Mix,White/Brown,*Patches,2018-02-18 11:41:00,02/18/2018 11:41:00 AM,01/24/2017,Adoption,,Other,Neutered Male,1 year,Checkered Giant Mix,White/Brown,24 days 21:58:00
A811623,,2020-01-06 15:57:00,01/06/2020 03:57:00 PM,2908 East Howard Ln in Travis (TX),Stray,Normal,Other,Intact Female,2 years,Dutch,Black/White,,2020-02-16 13:51:00,02/16/2020 01:51:00 PM,01/06/2018,Adoption,,Other,Intact Female,2 years,Dutch,Black/White,40 days 21:54:00
A723395,*Wilson,2016-03-31 12:59:00,03/31/2016 12:59:00 PM,1420 E Anderson Ln in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White/Black,*Wilson,2016-05-26 19:24:00,05/26/2016 07:24:00 PM,03/31/2015,Adoption,,Other,Neutered Male,1 year,Rabbit Sh Mix,White/Black,56 days 06:25:00
A804291,,2019-09-12 16:24:00,09/12/2019 04:24:00 PM,Runburg Middlefiskville in Austin (TX),Stray,Normal,Other,Intact Male,2 years,Hamster,White/Brown,,2019-09-20 12:43:00,09/20/2019 12:43:00 PM,09/12/2017,Adoption,Foster,Other,Intact Male,2 years,Hamster,White/Brown,7 days 20:19:00
A811131,*Flower,2019-12-28 16:33:00,12/28/2019 04:33:00 PM,Wickersham Lane And Cro Mwell Circle in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh,Black,*Flower,2020-01-21 19:01:00,01/21/2020 07:01:00 PM,12/28/2018,Adoption,,Other,Neutered Male,1 year,Rabbit Sh,Black,24 days 02:28:00
A680392,*Plecostomus,2014-06-02 12:12:00,06/02/2014 12:12:00 PM,7402 Vintage Hills in Austin (TX),Public Assist,Sick,Other,Unknown,1 year,Cold Water,Black/Gray,*Plecostomus,2014-06-06 19:26:00,06/06/2014 07:26:00 PM,06/02/2013,Adoption,,Other,Unknown,1 year,Cold Water,Black/Gray,4 days 07:14:00
A721557,Scooter,2016-02-29 13:45:00,02/29/2016 01:45:00 PM,Austin (TX),Stray,Normal,Other,Intact Male,1 year,Lop-Mini,White,Scooter,2016-03-17 16:12:00,03/17/2016 04:12:00 PM,03/01/2015,Adoption,,Other,Intact Male,1 year,Lop-Mini,White,17 days 02:27:00
A800755,*Ellie,2019-07-26 11:32:00,07/26/2019 11:32:00 AM,5621 North Interstate Highway 35 in Austin (TX),Stray,Normal,Other,Spayed Female,2 years,Ferret,Brown/Cream,*Ellie,2019-07-30 11:57:00,07/30/2019 11:57:00 AM,07/26/2017,Adoption,,Other,Spayed Female,2 years,Ferret,Brown/Cream,4 days 00:25:00
A794655,Alice,2019-05-10 14:35:00,05/10/2019 02:35:00 PM,9201 Circuit Of The Americas in Travis (TX),Stray,Normal,Other,Intact Female,1 month,Rabbit Sh,White/Black,Alice,2019-06-09 18:02:00,06/09/2019 06:02:00 PM,03/18/2019,Adoption,,Other,Intact Female,2 months,Rabbit Sh,White/Black,30 days 03:27:00
A736461,*Barton,2016-10-11 09:25:00,10/11/2016 09:25:00 AM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,4 months,Polish Mix,White,*Barton,2017-01-08 13:30:00,01/08/2017 01:30:00 PM,06/11/2016,Adoption,,Other,Neutered Male,6 months,Polish Mix,White,89 days 04:05:00
A764856,Fleur,2018-01-07 16:01:00,01/07/2018 04:01:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,1 year,Rabbit Lh Mix,White/White,Fleur,2018-02-01 21:51:00,02/01/2018 09:51:00 PM,11/08/2016,Adoption,,Other,Spayed Female,1 year,Rabbit Lh Mix,White/White,25 days 05:50:00
A789430,,2019-02-21 14:42:00,02/21/2019 02:42:00 PM,Austin (TX),Owner Surrender,Normal,Other,Unknown,4 weeks,Mouse Mix,Brown,,2019-02-22 16:08:00,02/22/2019 04:08:00 PM,01/21/2019,Adoption,,Other,Unknown,4 weeks,Mouse Mix,Brown,1 days 01:26:00
A820845,*Nod,2020-07-30 13:07:00,07/30/2020 01:07:00 PM,Austin (TX),Owner Surrender,Normal,Other,Unknown,1 year,Guinea Pig,White,*Nod,2020-08-04 07:28:00,08/04/2020 07:28:00 AM,07/30/2019,Adoption,Foster,Other,Unknown,1 year,Guinea Pig,White,4 days 18:21:00
A766418,*Milo,2018-02-08 15:00:00,02/08/2018 03:00:00 PM,Martin Luther King Jr in Austin (TX),Stray,Normal,Other,Intact Male,2 years,Rabbit Sh Mix,Black,*Milo,2018-03-16 18:11:00,03/16/2018 06:11:00 PM,02/08/2016,Adoption,,Other,Neutered Male,2 years,Rabbit Sh Mix,Black,36 days 03:11:00
A715713,,2015-11-08 14:59:00,11/08/2015 02:59:00 PM,201 W Ben White Blvd in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rat Mix,White/Brown,,2015-11-12 11:40:00,11/12/2015 11:40:00 AM,11/08/2014,Adoption,,Other,Intact Male,1 year,Rat Mix,White/Brown,3 days 20:41:00
A715713,,2016-11-28 13:47:00,11/28/2016 01:47:00 PM,Austin (TX),Euthanasia Request,Sick,Other,Intact Male,2 years,Rat Mix,White/Brown,,2015-11-12 11:40:00,11/12/2015 11:40:00 AM,11/08/2014,Adoption,,Other,Intact Male,1 year,Rat Mix,White/Brown,-383 days +21:53:00
A757394,,2017-09-01 18:56:00,09/01/2017 06:56:00 PM,Lott Avenue And Ledesma Road in Austin (TX),Stray,Normal,Other,Unknown,1 year,Guinea Pig Mix,Calico,,2017-09-06 16:50:00,09/06/2017 04:50:00 PM,09/01/2016,Adoption,,Other,Unknown,1 year,Guinea Pig Mix,Calico,4 days 21:54:00
A751899,Honey,2017-06-15 11:17:00,06/15/2017 11:17:00 AM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,7 months,Rabbit Sh Mix,Agouti,Honey,2017-08-11 19:18:00,08/11/2017 07:18:00 PM,10/30/2016,Adoption,,Other,Spayed Female,9 months,Rabbit Sh Mix,Agouti,57 days 08:01:00
A761531,Bandit,2017-11-06 13:37:00,11/06/2017 01:37:00 PM,Travis (TX),Owner Surrender,Normal,Other,Intact Male,4 years,Rabbit Sh Mix,White/Black,Bandit,2017-12-08 15:33:00,12/08/2017 03:33:00 PM,11/06/2013,Adoption,,Other,Neutered Male,4 years,Rabbit Sh Mix,White/Black,32 days 01:56:00
A721149,*Woody,2016-02-22 12:49:00,02/22/2016 12:49:00 PM,Meehan Dr And Scofield Ln in Austin (TX),Stray,Normal,Other,Neutered Male,1 year,Rabbit Sh,Black,*Woody,2016-03-04 17:18:00,03/04/2016 05:18:00 PM,02/22/2015,Adoption,,Other,Neutered Male,1 year,Rabbit Sh,Black,11 days 04:29:00
A754908,*Toots,2017-07-26 14:13:00,07/26/2017 02:13:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,1 year,Rabbit Lh Mix,Blue/White,*Toots,2017-08-15 14:07:00,08/15/2017 02:07:00 PM,07/26/2016,Adoption,,Other,Spayed Female,1 year,Rabbit Lh Mix,Blue/White,19 days 23:54:00
A729610,Ryleigh,2016-06-21 11:26:00,06/21/2016 11:26:00 AM,Travis (TX),Owner Surrender,Normal,Other,Spayed Female,6 months,Rabbit Sh Mix,White/Gray,Ryleigh,2016-07-11 15:44:00,07/11/2016 03:44:00 PM,12/21/2015,Adoption,,Other,Spayed Female,6 months,Rabbit Sh Mix,White/Gray,20 days 04:18:00
A814374,,2020-02-28 15:33:00,02/28/2020 03:33:00 PM,9117 Anderson Mill Road in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Dwarf Hotot,Gray,,2020-03-03 16:47:00,03/03/2020 04:47:00 PM,02/28/2019,Adoption,,Other,Intact Male,1 year,Dwarf Hotot,Gray,4 days 01:14:00
A734238,*Bun Affleck,2016-09-03 12:04:00,09/03/2016 12:04:00 PM,2815 Hwy 71 in Austin (TX),Public Assist,Normal,Other,Neutered Male,2 years,Rabbit Sh Mix,White/Black,*Bun Affleck,2016-10-23 22:34:00,10/23/2016 10:34:00 PM,09/03/2014,Adoption,,Other,Neutered Male,2 years,Rabbit Sh Mix,White/Black,50 days 10:30:00
A733826,Copper,2016-08-27 15:53:00,08/27/2016 03:53:00 PM,Travis (TX),Owner Surrender,Normal,Other,Intact Male,8 months,Rabbit Sh Mix,Brown/White,Copper,2016-09-03 10:38:00,09/03/2016 10:38:00 AM,12/27/2015,Adoption,,Other,Intact Male,8 months,Rabbit Sh Mix,Brown/White,6 days 18:45:00
A725280,*Tabby,2016-04-27 16:01:00,04/27/2016 04:01:00 PM,Camino Real & Romeria in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Rabbit Sh Mix,Black/White,*Tabby,2016-05-30 18:00:00,05/30/2016 06:00:00 PM,04/27/2015,Adoption,,Other,Spayed Female,1 year,Rabbit Sh Mix,Black/White,33 days 01:59:00
A733904,Chubby,2016-08-29 11:34:00,08/29/2016 11:34:00 AM,Del Valle (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig Mix,Black,Chubby,2016-08-29 22:38:00,08/29/2016 10:38:00 PM,08/29/2015,Adoption,,Other,Intact Male,1 year,Guinea Pig Mix,Black,0 days 11:04:00
A800707,Maggie,2019-07-25 11:25:00,07/25/2019 11:25:00 AM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,1 year,Californian,White/Black,Maggie,2019-08-24 12:53:00,08/24/2019 12:53:00 PM,07/25/2018,Adoption,,Other,Spayed Female,1 year,Californian,White/Black,30 days 01:28:00
A788917,Cory,2019-02-11 14:47:00,02/11/2019 02:47:00 PM,Travis (TX),Owner Surrender,Normal,Other,Intact Male,2 years,Rabbit Sh Mix,Brown,Cory,2019-03-08 12:33:00,03/08/2019 12:33:00 PM,02/11/2017,Adoption,,Other,Neutered Male,2 years,Rabbit Sh Mix,Brown,24 days 21:46:00
A734244,,2016-09-03 12:04:00,09/03/2016 12:04:00 PM,2815 Hwy 71 in Austin (TX),Public Assist,Normal,Other,Intact Male,3 months,Rabbit Sh Mix,White/Black,,2016-09-18 10:42:00,09/18/2016 10:42:00 AM,06/03/2016,Adoption,,Other,Intact Male,3 months,Rabbit Sh Mix,White/Black,14 days 22:38:00
A782670,Obama,2018-10-19 13:16:00,10/19/2018 01:16:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Lionhead Mix,Brown,Obama,2018-12-08 10:46:00,12/08/2018 10:46:00 AM,10/19/2016,Adoption,Foster,Other,Spayed Female,2 years,Lionhead Mix,Brown,49 days 21:30:00
A801903,Butter,2019-08-11 12:06:00,08/11/2019 12:06:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Guinea Pig,White/Tan,Butter,2019-08-13 19:22:00,08/13/2019 07:22:00 PM,08/11/2017,Adoption,,Other,Intact Female,2 years,Guinea Pig,White/Tan,2 days 07:16:00
A801903,Butter,2019-08-11 12:06:00,08/11/2019 12:06:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Guinea Pig,White/Tan,Butter,2019-12-07 18:17:00,12/07/2019 06:17:00 PM,08/11/2017,Adoption,,Other,Intact Female,2 years,Guinea Pig,White/Tan,118 days 06:11:00
A801903,Butter,2019-12-07 14:12:00,12/07/2019 02:12:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Other,Intact Female,2 years,Guinea Pig,White/Tan,Butter,2019-08-13 19:22:00,08/13/2019 07:22:00 PM,08/11/2017,Adoption,,Other,Intact Female,2 years,Guinea Pig,White/Tan,-116 days +05:10:00
A801903,Butter,2019-12-07 14:12:00,12/07/2019 02:12:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Other,Intact Female,2 years,Guinea Pig,White/Tan,Butter,2019-12-07 18:17:00,12/07/2019 06:17:00 PM,08/11/2017,Adoption,,Other,Intact Female,2 years,Guinea Pig,White/Tan,0 days 04:05:00
A812551,,2020-01-24 15:24:00,01/24/2020 03:24:00 PM,Austin (TX),Owner Surrender,Normal,Other,Neutered Male,10 months,Sugar Glider,Brown/Tan,,2020-01-24 18:58:00,01/24/2020 06:58:00 PM,03/24/2019,Adoption,,Other,Neutered Male,10 months,Sugar Glider,Brown/Tan,0 days 03:34:00
A804910,,2019-09-20 14:03:00,09/20/2019 02:03:00 PM,9414 North Lamar in Austin (TX),Stray,Normal,Other,Intact Male,6 months,Guinea Pig,Calico,,2019-09-27 19:30:00,09/27/2019 07:30:00 PM,03/20/2019,Adoption,,Other,Intact Male,6 months,Guinea Pig,Calico,7 days 05:27:00
A733825,Jacob,2016-08-27 15:53:00,08/27/2016 03:53:00 PM,Travis (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White/Brown,Jacob,2016-09-03 10:38:00,09/03/2016 10:38:00 AM,02/27/2015,Adoption,,Other,Intact Male,1 year,Rabbit Sh Mix,White/Brown,6 days 18:45:00
A723393,*Iggy,2016-03-31 12:59:00,03/31/2016 12:59:00 PM,1420 E Anderson Ln in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White/Black,*Iggy,2016-04-14 10:50:00,04/14/2016 10:50:00 AM,03/31/2015,Adoption,,Other,Neutered Male,1 year,Rabbit Sh Mix,White/Black,13 days 21:51:00
A787328,*Chocolate,2019-01-11 12:21:00,01/11/2019 12:21:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Rex-Mini Mix,Chocolate,*Chocolate,2019-02-02 14:55:00,02/02/2019 02:55:00 PM,01/11/2018,Adoption,,Other,Neutered Male,1 year,Rex-Mini Mix,Chocolate,22 days 02:34:00
A811124,Curtis,2019-12-28 13:25:00,12/28/2019 01:25:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Rabbit Sh,Brown,Curtis,2020-03-03 11:55:00,03/03/2020 11:55:00 AM,06/28/2018,Adoption,,Other,Intact Male,1 year,Rabbit Sh,Brown,65 days 22:30:00
A752795,*Coriander,2017-06-27 14:54:00,06/27/2017 02:54:00 PM,8885 Research in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rex-Mini,White/Black,*Coriander,2017-08-31 12:34:00,08/31/2017 12:34:00 PM,06/27/2016,Adoption,,Other,Neutered Male,1 year,Rex-Mini,White/Black,64 days 21:40:00
A754917,Orion,2017-07-26 15:01:00,07/26/2017 03:01:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,4 months,Rabbit Sh Mix,Black,Orion,2017-08-19 14:36:00,08/19/2017 02:36:00 PM,03/26/2017,Adoption,,Other,Neutered Male,4 months,Rabbit Sh Mix,Black,23 days 23:35:00
A754917,Orion,2017-07-26 15:01:00,07/26/2017 03:01:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,4 months,Rabbit Sh Mix,Black,Orion,2017-11-12 12:53:00,11/12/2017 12:53:00 PM,03/26/2017,Adoption,,Other,Neutered Male,7 months,Rabbit Sh Mix,Black,108 days 21:52:00
A754917,Orion,2017-10-06 13:46:00,10/06/2017 01:46:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Other,Neutered Male,6 months,Rabbit Sh Mix,Black,Orion,2017-08-19 14:36:00,08/19/2017 02:36:00 PM,03/26/2017,Adoption,,Other,Neutered Male,4 months,Rabbit Sh Mix,Black,-48 days +00:50:00
A754917,Orion,2017-10-06 13:46:00,10/06/2017 01:46:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Other,Neutered Male,6 months,Rabbit Sh Mix,Black,Orion,2017-11-12 12:53:00,11/12/2017 12:53:00 PM,03/26/2017,Adoption,,Other,Neutered Male,7 months,Rabbit Sh Mix,Black,36 days 23:07:00
A810250,*Pedro,2019-12-09 18:43:00,12/09/2019 06:43:00 PM,9200 North Plaza in Austin (TX),Stray,Normal,Other,Neutered Male,1 year,Californian,White/Blue,*Pedro,2020-03-15 17:16:00,03/15/2020 05:16:00 PM,12/09/2018,Adoption,,Other,Neutered Male,1 year,Californian,White/Blue,96 days 22:33:00
A734245,*Jesika Rabb,2016-09-03 12:04:00,09/03/2016 12:04:00 PM,2815 Hwy 71 in Austin (TX),Public Assist,Normal,Other,Spayed Female,6 months,Rex Mix,White/Tan,*Jesika Rabb,2016-09-27 15:51:00,09/27/2016 03:51:00 PM,03/03/2016,Adoption,,Other,Spayed Female,6 months,Rex Mix,White/Tan,24 days 03:47:00
A803653,Mochi,2019-09-04 11:15:00,09/04/2019 11:15:00 AM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,6 months,Rabbit Sh,Blue,Mochi,2019-10-20 15:22:00,10/20/2019 03:22:00 PM,03/04/2019,Adoption,,Other,Spayed Female,7 months,Rabbit Sh,Blue,46 days 04:07:00
A824857,Ella,2020-10-22 11:44:00,10/22/2020 11:44:00 AM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,6 months,Rabbit Sh,White,Ella,2020-10-25 18:12:00,10/25/2020 06:12:00 PM,04/22/2020,Adoption,,Other,Intact Female,6 months,Rabbit Sh,White,3 days 06:28:00
A668775,,2013-12-09 12:20:00,12/09/2013 12:20:00 PM,6201 Sneed Cove in Austin (TX),Stray,Normal,Other,Spayed Female,8 months,Ferret,Sable,,2013-12-13 16:47:00,12/13/2013 04:47:00 PM,04/09/2013,Adoption,,Other,Spayed Female,8 months,Ferret,Sable,4 days 04:27:00
A786736,Momo,2018-12-31 14:13:00,12/31/2018 02:13:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,8 months,Beveren Mix,Gray/White,Momo,2019-01-27 14:02:00,01/27/2019 02:02:00 PM,05/01/2018,Adoption,,Other,Neutered Male,8 months,Beveren Mix,Gray/White,26 days 23:49:00
A731774,*Domino,2016-07-27 13:01:00,07/27/2016 01:01:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,5 months,English Spot Mix,White/Black,*Domino,2016-09-03 14:39:00,09/03/2016 02:39:00 PM,01/27/2016,Adoption,,Other,Neutered Male,7 months,English Spot Mix,White/Black,38 days 01:38:00
A784231,*Rorschach,2018-11-13 12:24:00,11/13/2018 12:24:00 PM,Frontier Valley And Montana in Austin (TX),Stray,Normal,Other,Intact Male,1 year,English Spot Mix,White/Black,*Rorschach,2018-12-08 17:57:00,12/08/2018 05:57:00 PM,11/13/2017,Adoption,,Other,Neutered Male,1 year,English Spot Mix,White/Black,25 days 05:33:00
A778211,Lion,2018-08-10 12:02:00,08/10/2018 12:02:00 PM,6307 Bluff Springs in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Lionhead Mix,Blue,Lion,2018-08-25 12:09:00,08/25/2018 12:09:00 PM,08/10/2017,Adoption,,Other,Spayed Female,1 year,Lionhead Mix,Blue,15 days 00:07:00
A784835,Chico,2018-11-20 14:38:00,11/20/2018 02:38:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,8 months,Californian Mix,White/Gray,Chico,2019-04-10 14:51:00,04/10/2019 02:51:00 PM,02/20/2018,Adoption,,Other,Neutered Male,1 year,Californian Mix,White/Gray,141 days 00:13:00
A772380,*Walnut,2018-05-18 16:56:00,05/18/2018 04:56:00 PM,Blake Manor Road And Fm 973 in Manor (TX),Stray,Normal,Other,Intact Female,1 year,Lop-Holland Mix,Brown/Black,*Walnut,2018-06-28 16:20:00,06/28/2018 04:20:00 PM,05/18/2017,Adoption,,Other,Spayed Female,1 year,Lop-Holland Mix,Brown/Black,40 days 23:24:00
A810789,Trixi,2019-12-20 13:56:00,12/20/2019 01:56:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Lop-Holland,Black/White,Trixi,2020-01-18 12:12:00,01/18/2020 12:12:00 PM,12/20/2017,Adoption,,Other,Spayed Female,2 years,Lop-Holland,Black/White,28 days 22:16:00
A767369,*Doodles,2018-02-27 16:31:00,02/27/2018 04:31:00 PM,7311 Decker Lane in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Himalayan Mix,White/Black,*Doodles,2018-03-30 17:08:00,03/30/2018 05:08:00 PM,02/27/2017,Adoption,,Other,Spayed Female,1 year,Himalayan Mix,White/Black,31 days 00:37:00
A788918,Koda,2019-02-11 14:47:00,02/11/2019 02:47:00 PM,Travis (TX),Owner Surrender,Normal,Other,Intact Male,2 years,Havana Mix,Black,Koda,2019-03-21 11:24:00,03/21/2019 11:24:00 AM,02/11/2017,Adoption,,Other,Neutered Male,2 years,Havana Mix,Black,37 days 20:37:00
A673254,*Sochi,2014-02-21 02:20:00,02/21/2014 02:20:00 AM,18 & San Antonio in Austin (TX),Stray,Normal,Other,Spayed Female,2 years,Ferret,White,*Sochi,2014-03-04 14:06:00,03/04/2014 02:06:00 PM,03/01/2011,Adoption,,Other,Spayed Female,3 years,Ferret,White,11 days 11:46:00
A747002,*Sebastian,2017-04-12 14:07:00,04/12/2017 02:07:00 PM,1520 Rutherford Ln in Austin (TX),Stray,Normal,Other,Intact Male,2 months,American Mix,White,*Sebastian,2017-06-21 16:15:00,06/21/2017 04:15:00 PM,01/16/2017,Adoption,,Other,Neutered Male,5 months,American Mix,White,70 days 02:08:00
A734479,,2016-09-07 12:03:00,09/07/2016 12:03:00 PM,13421 Alysheba Dr in Travis (TX),Stray,Normal,Other,Intact Female,1 year,Rabbit Sh Mix,White,,2016-09-18 10:07:00,09/18/2016 10:07:00 AM,09/07/2015,Adoption,,Other,Intact Female,1 year,Rabbit Sh Mix,White,10 days 22:04:00
A753906,*Emma,2017-07-12 18:00:00,07/12/2017 06:00:00 PM,Springdale Rd And Rogge Ln in Austin (TX),Stray,Normal,Other,Intact Female,5 months,Rabbit Sh Mix,Blue/Orange,*Emma,2017-07-28 16:30:00,07/28/2017 04:30:00 PM,01/12/2017,Adoption,,Other,Spayed Female,6 months,Rabbit Sh Mix,Blue/Orange,15 days 22:30:00
A804424,Cathuloo,2019-09-14 15:14:00,09/14/2019 03:14:00 PM,Travis (TX),Owner Surrender,Normal,Other,Intact Male,3 months,Rat,White/Black,Cathuloo,2019-09-18 18:08:00,09/18/2019 06:08:00 PM,06/01/2019,Adoption,,Other,Intact Male,3 months,Rat,White/Black,4 days 02:54:00
A811787,,2020-01-09 13:47:00,01/09/2020 01:47:00 PM,3111 Tom Green St in Austin (TX),Stray,Normal,Other,Unknown,1 year,Sugar Glider,Gray/Black,,2020-01-14 09:29:00,01/14/2020 09:29:00 AM,01/09/2019,Adoption,Foster,Other,Unknown,1 year,Sugar Glider,Gray/Black,4 days 19:42:00
A756367,Bob,2017-08-18 12:33:00,08/18/2017 12:33:00 PM,Travis (TX),Owner Surrender,Normal,Other,Unknown,7 months,Guinea Pig Mix,Black,Bob,2017-08-19 13:41:00,08/19/2017 01:41:00 PM,12/18/2016,Adoption,,Other,Unknown,8 months,Guinea Pig Mix,Black,1 days 01:08:00
A741985,Fish,2017-01-12 15:44:00,01/12/2017 03:44:00 PM,Lago Vista (TX),Owner Surrender,Normal,Other,Neutered Male,7 months,Rex Mix,Black,Fish,2017-02-08 18:26:00,02/08/2017 06:26:00 PM,06/12/2016,Adoption,,Other,Neutered Male,7 months,Rex Mix,Black,27 days 02:42:00
A803663,,2019-09-04 12:49:00,09/04/2019 12:49:00 PM,12151 N Ih 35 Hwy 1016 in Austin (TX),Stray,Normal,Other,Neutered Male,2 years,Ferret,Brown/Cream,,2019-09-08 14:28:00,09/08/2019 02:28:00 PM,09/04/2017,Adoption,,Other,Neutered Male,2 years,Ferret,Brown/Cream,4 days 01:39:00
A824217,,2020-10-16 17:54:00,10/16/2020 05:54:00 PM,12209 Waterside Trail in Austin (TX),Stray,Normal,Other,Intact Male,1 year,English Spot,White/Tan,,2020-10-20 12:04:00,10/20/2020 12:04:00 PM,10/08/2019,Adoption,,Other,Intact Male,1 year,English Spot,White/Tan,3 days 18:10:00
A784751,Bandit,2018-11-19 16:26:00,11/19/2018 04:26:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,3 years,Lop-English Mix,White/Black,Bandit,2018-11-24 18:06:00,11/24/2018 06:06:00 PM,11/19/2015,Adoption,,Other,Intact Male,3 years,Lop-English Mix,White/Black,5 days 01:40:00
A784751,Bandit,2018-11-19 16:26:00,11/19/2018 04:26:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,3 years,Lop-English Mix,White/Black,Bandit,2018-12-07 19:25:00,12/07/2018 07:25:00 PM,11/19/2015,Adoption,,Other,Neutered Male,3 years,Lop-English Mix,White/Black,18 days 02:59:00
A784751,Bandit,2018-11-25 12:33:00,11/25/2018 12:33:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Other,Intact Male,3 years,Lop-English Mix,White/Black,Bandit,2018-11-24 18:06:00,11/24/2018 06:06:00 PM,11/19/2015,Adoption,,Other,Intact Male,3 years,Lop-English Mix,White/Black,-1 days +05:33:00
A784751,Bandit,2018-11-25 12:33:00,11/25/2018 12:33:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Other,Intact Male,3 years,Lop-English Mix,White/Black,Bandit,2018-12-07 19:25:00,12/07/2018 07:25:00 PM,11/19/2015,Adoption,,Other,Neutered Male,3 years,Lop-English Mix,White/Black,12 days 06:52:00
A785318,,2018-12-01 11:30:00,12/01/2018 11:30:00 AM,4017 Victory Drive in Austin (TX),Stray,Normal,Other,Unknown,1 year,Ferret Mix,Brown/Cream,,2018-12-05 13:59:00,12/05/2018 01:59:00 PM,12/01/2017,Adoption,,Other,Unknown,1 year,Ferret Mix,Brown/Cream,4 days 02:29:00
