Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating,Found State,Found City
814299,,2020-02-27 13:04:00,2201 Speedway,Stray,Normal,Dog,Neutered Male,6 months,Ibizan Hound,Tan/Black,2020-03-02 11:20:00,8/27/2019,Adoption,,Neutered Male,6 months,3 days 22:16:00,3,A,TX,Austin 
814298,,2020-02-27 13:09:00,1712 E 11Th Stree,Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,2020-02-28 12:24:00,2/27/2018,Euthanasia,Rabies Risk,Unknown,2 years,0 days 23:15:00,0,Not Adopted,TX,Austin 
814297,*Blake,2020-02-27 13:01:00,Boggy Ford Lane,Stray,Normal,Dog,Intact Male,6 months,Black Mouth Cur Mix,Brown/Black,2020-03-02 12:55:00,8/27/2019,Transfer,Partner,Intact Male,6 months,3 days 23:54:00,3,Not Adopted,TX,Travis 
814296,*Brady,2020-02-27 12:50:00,Bundyhill Drive And East Martin Luther King,Stray,Normal,Dog,Intact Male,3 years,Pit Bull,Black Brindle/White,2020-03-06 12:19:00,2/27/2017,Transfer,Partner,Intact Male,3 years,7 days 23:29:00,7,Not Adopted,TX,Austin 
814295,*Odin,2020-02-27 12:31:00,1705 Corona Drive,Stray,Normal,Dog,Intact Male,4 years,Pit Bull,Blue,2020-03-09 13:39:00,2/27/2016,Adoption,,Neutered Male,4 years,11 days 01:08:00,11,B,TX,Austin 
814293,,2020-02-27 11:52:00,Bestride Bend And Silhouette Stree,Stray,Normal,Dog,Intact Female,2 months,Anatol Shepherd,Tricolor,2020-03-03 16:27:00,12/14/2019,Adoption,,Spayed Female,2 months,5 days 04:35:00,5,,TX,Austin 
814292,,2020-02-27 11:52:00,Bestride Bend And Silhouette Stree,Stray,Normal,Dog,Intact Male,4 months,Great Pyrenees,White,2020-03-02 18:11:00,10/27/2019,Adoption,,Neutered Male,4 months,4 days 06:19:00,4,A,TX,Austin 
814291,De Niro,2020-02-27 11:37:00,744 West William Cannon Drive,Abandoned,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Black/White,2020-03-03 12:40:00,2/27/2019,Adoption,,Neutered Male,1 year,5 days 01:03:00,5,,TX,Austin 
814287,*Babs,2020-02-27 10:26:00,10602 Mcmillian Drive,Stray,Injured,Dog,Spayed Female,8 years,Pit Bull,Fawn,2020-03-16 17:08:00,2/27/2012,Adoption,,Spayed Female,8 years,18 days 06:42:00,18,C,TX,Austin 
814284,,2020-02-27 08:51:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-03-01 18:53:00,2/27/2019,Euthanasia,Rabies Risk,Unknown,1 year,3 days 10:02:00,3,Not Adopted,TX,Austin 
814283,,2020-02-27 08:51:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-02-29 09:29:00,2/27/2019,Euthanasia,Rabies Risk,Unknown,1 year,2 days 00:38:00,2,Not Adopted,TX,Austin 
814282,,2020-02-27 08:51:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-02-29 09:28:00,2/27/2019,Euthanasia,Rabies Risk,Unknown,1 year,2 days 00:37:00,2,Not Adopted,TX,Austin 
814281,,2020-02-27 08:51:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-02-29 09:26:00,2/27/2019,Euthanasia,Rabies Risk,Unknown,1 year,2 days 00:35:00,2,Not Adopted,TX,Austin 
814280,,2020-02-27 08:51:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-02-29 09:25:00,2/27/2019,Euthanasia,Rabies Risk,Unknown,1 year,2 days 00:34:00,2,Not Adopted,TX,Austin 
814279,,2020-02-27 08:42:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-02-29 09:25:00,2/27/2019,Euthanasia,Rabies Risk,Unknown,1 year,2 days 00:43:00,2,Not Adopted,TX,Austin 
814277,*Galaxy,2020-02-26 23:56:00,12151N Ih 35,Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black,2020-04-02 10:04:00,2/26/2018,Adoption,Foster,Neutered Male,2 years,35 days 10:08:00,35,D,TX,Austin 
814274,,2020-02-26 18:56:00,Pearce Lane And Ross Road,Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever,Black/Tan,2020-03-01 18:18:00,11/26/2019,Adoption,,Neutered Male,3 months,3 days 23:22:00,3,A,TX,Austin 
814273,Blaze,2020-03-04 17:28:00,,Owner Surrender,Normal,Dog,Neutered Male,3 months,Labrador Retriever,Black/White,2020-03-05 17:33:00,11/26/2019,Adoption,,Neutered Male,3 months,1 days 00:05:00,1,,TX,Austin 
814272,,2020-02-26 18:56:00,Pearce Lane And Ross Road,Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever,White/Black,2020-03-01 18:44:00,11/26/2019,Adoption,,Neutered Male,3 months,3 days 23:48:00,3,A,TX,Austin 
814269,Charlie,2020-02-26 17:29:00,Alondra Lane And Pinon Vista Drive,Stray,Normal,Dog,Intact Female,1 year,German Shepherd,Red/Black,2020-03-02 16:19:00,2/26/2019,Adoption,,Spayed Female,1 year,4 days 22:50:00,4,A,TX,Austin 
814268,,2020-02-26 17:13:00,South Lakeshore Boulevard And Pleasant Valley Drive,Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Brown/White,2020-03-01 17:09:00,2/26/2019,Adoption,,Spayed Female,1 year,3 days 23:56:00,3,A,TX,Austin 
814265,Chikillin,2020-02-26 16:20:00,,Owner Surrender,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Black,2020-03-02 12:55:00,8/26/2018,Transfer,Partner,Neutered Male,1 year,4 days 20:35:00,4,Not Adopted,TX,Austin 
814264,Minnie,2020-02-26 16:24:00,6001 Sandshof,Stray,Normal,Dog,Spayed Female,7 years,Boxer,Brown/White,2020-11-19 10:29:00,8/26/2012,Adoption,Foster,Spayed Female,8 years,266 days 18:05:00,26,C,TX,Austin 
814263,Oliver,2020-02-26 16:19:00,,Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby,2020-04-30 14:41:00,2/26/2015,Adoption,Foster,Neutered Male,5 years,63 days 22:22:00,63,D,TX,Austin 
814259,Mr. Cat,2020-02-26 15:23:00,,Owner Surrender,Sick,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby,2020-03-01 13:04:00,2/26/2018,Transfer,Partner,Intact Male,2 years,3 days 21:41:00,3,Not Adopted,TX,Austin 
814252,,2020-02-26 14:07:00,4719 S Congre,Wildlife,Sick,Other,Unknown,1 year,Bat,Black,2020-03-01 14:58:00,2/26/2019,Euthanasia,Rabies Risk,Unknown,1 year,4 days 00:51:00,4,Not Adopted,TX,Austin 
814250,Pelusa,2020-02-26 13:39:00,Felix Ave And Vargas Rd,Stray,Normal,Dog,Intact Female,4 months,Alaskan Husky,Black/White,2020-02-26 14:39:00,10/26/2019,Return to Owner,,Intact Female,4 months,0 days 01:00:00,0,Not Adopted,TX,Austin 
814249,Oliver,2020-02-26 13:39:00,Felix Ave And Vargas Rd,Stray,Normal,Dog,Intact Male,4 months,Alaskan Husky,Black/White,2020-02-26 14:39:00,10/26/2019,Return to Owner,,Intact Male,4 months,0 days 01:00:00,0,Not Adopted,TX,Austin 
814248,,2020-02-26 12:47:00,1616 East Oltorf Stree,Stray,Normal,Dog,Intact Female,2 years,Border Collie,Brown/Black,2020-03-01 16:53:00,2/26/2018,Adoption,,Spayed Female,2 years,4 days 04:06:00,4,A,TX,Austin 
814246,Daisy Ann,2020-02-26 13:12:00,Harrier Flight Trail And Spiedel D,Stray,Normal,Dog,Spayed Female,5 years,Labrador Retriever,Tan,2020-03-06 12:20:00,2/26/2015,Transfer,Partner,Spayed Female,5 years,8 days 23:08:00,8,Not Adopted,TX,Travis 
814243,Gray,2020-02-26 12:37:00,124 West Anderson Lane,Stray,Normal,Cat,Neutered Male,4 years,Domestic Shorthair,Blue Tabby/White,2020-03-07 16:45:00,2/26/2016,Adoption,,Neutered Male,4 years,10 days 04:08:00,10,B,TX,Austin 
814242,Leia,2020-02-26 12:28:00,,Owner Surrender,Normal,Dog,Intact Female,7 years,Akita,Black/White,2020-07-07 08:30:00,9/11/2012,Adoption,Foster,Spayed Female,7 years,131 days 20:02:00,13,B,TX,Travis 
814241,,2020-02-26 12:27:00,Middle Lane And South Ih 35 Frontage Road,Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Black,2020-03-01 16:46:00,2/26/2018,Adoption,,Spayed Female,2 years,4 days 04:19:00,4,A,TX,Austin 
814239,,2020-02-26 12:06:00,9100 Evelyn Road,Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Calico,2020-03-01 09:58:00,2/26/2018,Transfer,Snr,Intact Female,2 years,3 days 21:52:00,3,Not Adopted,TX,Travis 
814237,,2020-02-26 12:06:00,9100 Evelyn Road,Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Black/White,2020-03-01 09:58:00,2/26/2018,Transfer,Snr,Unknown,2 years,3 days 21:52:00,3,Not Adopted,TX,Travis 
814236,,2020-02-26 12:06:00,9100 Evelyn Road,Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Black/White,2020-03-01 09:57:00,2/26/2018,Transfer,Snr,Intact Female,2 years,3 days 21:51:00,3,Not Adopted,TX,Travis 
814235,,2020-02-26 12:06:00,9100 Evelyn Road,Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Black/White,2020-03-01 09:57:00,2/26/2018,Transfer,Snr,Unknown,2 years,3 days 21:51:00,3,Not Adopted,TX,Travis 
814234,*Harper,2020-02-26 11:41:00,1548 Fm 685,Stray,Normal,Dog,Spayed Female,3 years,Pit Bull,Black/White,2020-03-12 10:59:00,2/26/2017,Transfer,Partner,Spayed Female,3 years,14 days 23:18:00,14,Not Adopted,TX,Travis 
814233,Nacho,2020-02-26 11:16:00,,Owner Surrender,Normal,Dog,Intact Male,14 years,Chihuahua Shorthair,Red,2020-07-04 07:50:00,2/26/2006,Died,In Foster,Intact Male,14 years,128 days 20:34:00,12,Not Adopted,TX,Travis 
814232,Victor,2020-02-26 11:16:00,,Owner Surrender,Normal,Dog,Intact Male,6 years,Chihuahua Shorthair,Tan/White,2020-09-13 11:05:00,7/9/2013,Adoption,Foster,Neutered Male,7 years,199 days 23:49:00,19,C,TX,Travis 
814231,Vinny,2020-02-26 11:16:00,,Owner Surrender,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair,White/Brown,2020-05-04 15:34:00,2/26/2016,Adoption,Foster,Neutered Male,4 years,68 days 04:18:00,68,D,TX,Travis 
814230,Thai,2020-02-26 11:10:00,2405 Wagon Crossing Path,Stray,Nursing,Dog,Intact Male,6 days,Yorkshire Terrier/Border Terrier,Sable,2020-03-25 17:07:00,2/20/2020,Transfer,Partner,Intact Male,4 weeks,28 days 05:57:00,28,Not Adopted,TX,Austin 
814229,Powder,2020-02-26 11:10:00,2405 Wagon Crossing Path,Stray,Nursing,Dog,Intact Male,6 days,Yorkshire Terrier/Border Terrier,Cream,2020-03-25 17:06:00,2/20/2020,Transfer,Partner,Intact Male,4 weeks,28 days 05:56:00,28,Not Adopted,TX,Austin 
814228,Durian,2020-02-26 11:10:00,2405 Wagon Crossing Path,Stray,Nursing,Dog,Intact Male,6 days,Yorkshire Terrier/Border Terrier,Brown,2020-03-25 17:06:00,2/20/2020,Transfer,Partner,Intact Male,4 weeks,28 days 05:56:00,28,Not Adopted,TX,Austin 
814227,China,2020-02-26 11:10:00,2405 Wagon Crossing Path,Stray,Nursing,Dog,Intact Female,6 days,Yorkshire Terrier/Border Terrier,Brown,2020-03-25 17:06:00,2/20/2020,Transfer,Partner,Intact Female,4 weeks,28 days 05:56:00,28,Not Adopted,TX,Austin 
814226,India,2020-02-26 11:10:00,2405 Wagon Crossing Path,Stray,Nursing,Dog,Intact Female,6 days,Yorkshire Terrier/Border Terrier,Brown,2020-03-25 17:06:00,2/20/2020,Transfer,Partner,Intact Female,4 weeks,28 days 05:56:00,28,Not Adopted,TX,Austin 
814225,Winona,2020-02-26 11:10:00,2405 Wagon Crossing Path,Stray,Nursing,Dog,Intact Female,5 years,Yorkshire Terrier/Border Terrier,Black/Brown,2020-03-25 17:06:00,2/26/2015,Transfer,Partner,Intact Female,5 years,28 days 05:56:00,28,Not Adopted,TX,Austin 
814224,Gizmo,2020-02-26 11:10:00,,Owner Surrender,Normal,Dog,Intact Male,2 years,Labrador Retriever,Red/White,2021-01-11 15:53:00,2/26/2018,Adoption,,Neutered Male,2 years,320 days 04:43:00,32,D,TX,Austin 
814222,Max,2020-02-26 09:32:00,1101 Wheatley Avenue,Stray,Normal,Dog,Intact Male,4 years,German Shepherd,White,2020-02-26 19:38:00,2/26/2016,Return to Owner,,Intact Male,4 years,0 days 10:06:00,0,Not Adopted,TX,Austin 
814221,Rocky,2020-02-26 09:32:00,1101 Wheatley Avenue,Stray,Normal,Dog,Neutered Male,6 years,Doberman Pinsch,Black/Brown,2020-02-26 19:38:00,2/26/2014,Return to Owner,,Neutered Male,6 years,0 days 10:06:00,0,Not Adopted,TX,Austin 
814213,,2020-02-25 23:45:00,7905 Wykeham D,Wildlife,Normal,Other,Unknown,11 months,Bat,Brown,2020-02-26 10:51:00,2/26/2019,Euthanasia,Rabies Risk,Unknown,1 year,0 days 11:06:00,0,Not Adopted,TX,Austin 
814212,*Percy,2020-02-25 20:23:00,2004 Covered Wagon P,Stray,Normal,Dog,Neutered Male,12 years,Miniature Poodle,White,2020-04-11 07:06:00,2/26/2008,Euthanasia,At Vet,Neutered Male,12 years,45 days 10:43:00,45,Not Adopted,TX,Austin 
814211,Tyrus,2020-02-25 18:50:00,Orland Boulevard And South First Stree,Stray,Normal,Dog,Intact Male,2 months,Border Terrier/Yorkshire Terrier,Brown/Black,2020-02-26 11:51:00,12/11/2019,Return to Owner,,Intact Male,2 months,0 days 17:01:00,0,Not Adopted,TX,Austin 
814210,Canela,2020-02-25 18:08:00,7201 Levander Loop,Abandoned,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair,Brown/White,2020-02-26 12:28:00,2/25/2018,Return to Owner,,Spayed Female,2 years,0 days 18:20:00,0,Not Adopted,TX,Austin 
814209,Chikis,2020-02-25 18:08:00,7201 Levander Loop,Abandoned,Normal,Dog,Spayed Female,6 months,Chihuahua Shorthair,Tan/White,2020-02-26 12:28:00,8/25/2019,Return to Owner,,Spayed Female,6 months,0 days 18:20:00,0,Not Adopted,TX,Austin 
814207,,2020-02-25 17:37:00,5516 Victory Gallop Drive,Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,2020-02-29 12:35:00,2/25/2019,Transfer,Snr,Intact Female,1 year,3 days 18:58:00,3,Not Adopted,TX,Austin 
814206,,2020-02-25 17:37:00,5516 Victory Gallop Drive,Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair,White,2020-02-28 11:53:00,7/25/2019,Transfer,Partner,Intact Female,7 months,2 days 18:16:00,2,Not Adopted,TX,Austin 
814205,,2020-02-25 17:42:00,10244 Twin Lake Loop,Wildlife,Injured,Other,Unknown,2 years,Bat,Brown,2020-02-26 10:53:00,2/25/2018,Disposal,,Unknown,2 years,0 days 17:11:00,0,Not Adopted,TX,Travis 
814202,Gypsy,2020-02-25 16:54:00,104 Perpetuation Drive in Lakeway,Abandoned,Normal,Cat,Spayed Female,5 years,Domestic Shorthair,Calico,2020-03-07 16:08:00,2/25/2015,Adoption,,Spayed Female,5 years,10 days 23:14:00,10,B,TX,akeway 
814201,Bella,2020-02-25 17:00:00,1700 Adobe Walls Way,Stray,Normal,Dog,Intact Female,1 year,Alaskan Husky/German Shepherd,Black/Cream,2020-02-26 11:31:00,2/25/2019,Return to Owner,,Intact Female,1 year,0 days 18:31:00,0,Not Adopted,TX,Austin 
814199,Pattie,2020-02-25 17:00:00,1700 Adobe Walls Way,Stray,Normal,Dog,Spayed Female,8 years,Dachshund Longhair,Red,2020-02-26 16:14:00,8/25/2011,Return to Owner,,Spayed Female,8 years,0 days 23:14:00,0,Not Adopted,TX,Austin 
814197,,2020-02-25 16:36:00,3503 River Rd,Stray,Nursing,Dog,Intact Female,1 weeks,Chihuahua Shorthair Mix,White/Brown,2020-02-25 17:52:00,2/12/2020,Transfer,Partner,Intact Female,1 weeks,0 days 01:16:00,0,Not Adopted,TX,Travis 
814196,,2020-02-25 16:36:00,3503 River Rd,Stray,Nursing,Dog,Intact Female,1 weeks,Chihuahua Shorthair Mix,Chocolate,2020-02-25 17:52:00,2/12/2020,Transfer,Partner,Intact Female,1 weeks,0 days 01:16:00,0,Not Adopted,TX,Travis 
814195,*Germanium,2020-02-25 16:36:00,7100 Lazy Creek Drive,Stray,Sick,Dog,Intact Female,2 years,Pit Bull Mix,Blue/Gray,2020-05-21 11:41:00,2/25/2018,Transfer,Partner,Spayed Female,2 years,85 days 19:05:00,85,Not Adopted,TX,Austin 
814193,*Kimmie,2020-02-25 16:25:00,,Owner Surrender,Normal,Dog,Intact Female,2 months,German Shepherd/Australian Cattle Dog,Red,2020-02-28 17:18:00,12/25/2019,Adoption,,Spayed Female,2 months,3 days 00:53:00,3,A,TX,Austin 
814192,*Susie,2020-02-25 16:25:00,,Owner Surrender,Normal,Dog,Intact Female,2 months,German Shepherd/Australian Cattle Dog,Red,2020-02-27 17:24:00,12/25/2019,Adoption,,Spayed Female,2 months,2 days 00:59:00,2,A,TX,Austin 
814191,*Chuckie,2020-02-25 16:25:00,,Owner Surrender,Normal,Dog,Intact Male,2 months,German Shepherd/Australian Cattle Dog,Red,2020-02-27 13:55:00,12/25/2019,Died,,Neutered Male,2 months,1 days 21:30:00,1,Not Adopted,TX,Austin 
814190,*Tommy,2020-02-25 16:25:00,,Owner Surrender,Normal,Dog,Intact Male,2 months,German Shepherd/Australian Cattle Dog,Red,2020-02-29 17:34:00,12/25/2019,Adoption,,Neutered Male,2 months,4 days 01:09:00,4,A,TX,Austin 
814189,*Angelica,2020-02-25 16:25:00,,Owner Surrender,Normal,Dog,Intact Female,2 months,German Shepherd/Australian Cattle Dog,Red,2020-02-27 17:38:00,12/25/2019,Adoption,,Spayed Female,2 months,2 days 01:13:00,2,A,TX,Austin 
814188,*Dill,2020-02-25 16:25:00,,Owner Surrender,Normal,Dog,Intact Female,2 months,German Shepherd/Australian Cattle Dog,Red,2020-02-27 17:37:00,12/25/2019,Adoption,,Spayed Female,2 months,2 days 01:12:00,2,A,TX,Austin 
814187,*Lil,2020-03-05 11:33:00,,Owner Surrender,Normal,Dog,Spayed Female,2 months,German Shepherd/Australian Cattle Dog,Red,2020-03-05 15:16:00,12/25/2019,Adoption,,Spayed Female,2 months,0 days 03:43:00,0,AA,TX,Travis 
814186,*Phil,2020-02-25 16:25:00,,Owner Surrender,Normal,Dog,Intact Male,2 months,Australian Cattle Dog,Red Tick,2020-02-28 16:15:00,12/25/2019,Adoption,,Neutered Male,2 months,2 days 23:50:00,2,A,TX,Austin 
814184,,2020-02-25 15:33:00,,Owner Surrender,Normal,Dog,Intact Male,2 months,Smooth Fox Terrier Mix,Tan/White,2020-02-28 18:08:00,12/10/2019,Adoption,,Neutered Male,2 months,3 days 02:35:00,3,A,TX,Austin 
814183,,2020-02-25 15:33:00,,Owner Surrender,Normal,Dog,Intact Female,2 months,Manchester Terrier Mix,Black/Brown,2020-02-29 14:08:00,12/10/2019,Adoption,,Spayed Female,2 months,3 days 22:35:00,3,A,TX,Austin 
814182,,2020-02-25 15:33:00,,Owner Surrender,Normal,Dog,Intact Male,2 months,Smooth Fox Terrier Mix,Black/Brown,2020-02-28 16:29:00,12/10/2019,Adoption,,Neutered Male,2 months,3 days 00:56:00,3,A,TX,Austin 
814181,,2020-02-25 15:33:00,,Owner Surrender,Normal,Dog,Intact Female,2 months,Smooth Fox Terrier Mix,Black/Brown,2020-02-27 17:22:00,12/10/2019,Adoption,,Spayed Female,2 months,2 days 01:49:00,2,A,TX,Austin 
814180,Junior,2020-02-25 14:58:00,12900 N Ih 35,Stray,Normal,Dog,Intact Male,2 years,Shih Tzu,White,2020-02-28 19:02:00,2/25/2018,Return to Owner,,Intact Male,2 years,3 days 04:04:00,3,Not Adopted,TX,Austin 
814178,*Tito,2020-02-25 14:55:00,2021 East 5Th Stree,Stray,Normal,Dog,Intact Male,8 years,Staffordshire Mix,Brown Brindle/White,2020-04-03 06:33:00,2/25/2012,Adoption,Foster,Neutered Male,8 years,37 days 15:38:00,37,D,TX,Austin 
814177,,2020-02-25 14:44:00,4008 Reeders Drive,Stray,Normal,Cat,Intact Male,5 years,Domestic Shorthair,Black/White,2020-02-29 12:34:00,2/25/2015,Transfer,Snr,Intact Male,5 years,3 days 21:50:00,3,Not Adopted,TX,Austin 
814174,*Cantaloupe,2020-02-25 14:27:00,510 West 18Th Stree,Stray,Normal,Cat,Spayed Female,1 year,Domestic Medium Hair,Orange Tabby/White,2020-03-14 11:32:00,2/25/2019,Adoption,,Spayed Female,1 year,17 days 21:05:00,17,C,TX,Austin 
814170,Raja,2020-02-25 14:22:00,,Owner Surrender,Sick,Cat,Neutered Male,5 years,Domestic Shorthair,Orange Tabby/White,2020-04-04 12:36:00,2/25/2015,Rto-Adopt,,Neutered Male,5 years,38 days 22:14:00,38,Not Adopted,TX,Austin 
814167,,2020-02-25 12:58:00,,Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black/White,2020-04-02 14:39:00,1/30/2020,Adoption,Foster,Neutered Male,2 months,37 days 01:41:00,37,D,TX,Austin 
814166,,2020-02-25 12:58:00,,Owner Surrender,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Calico,2020-03-31 09:59:00,1/30/2020,Adoption,Foster,Spayed Female,1 month,34 days 21:01:00,34,D,TX,Austin 
814165,Chase,2020-02-25 12:58:00,,Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Blue/White,2020-03-28 07:32:00,1/30/2020,Adoption,Foster,Neutered Male,1 month,31 days 18:34:00,31,D,TX,Austin 
814164,,2020-02-25 12:58:00,,Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Blue/White,2020-03-28 07:26:00,1/30/2020,Adoption,Foster,Neutered Male,1 month,31 days 18:28:00,31,D,TX,Austin 
814162,*Texas Toast,2020-02-25 13:01:00,Andtree Blvd,Public Assist,Normal,Cat,Neutered Male,5 months,Domestic Shorthair,Black/White,2020-03-28 17:11:00,9/25/2019,Adoption,Foster,Neutered Male,6 months,32 days 04:10:00,32,D,TX,Austin 
814161,*Chicken Tenders,2020-02-25 13:01:00,Andtree Blvd,Public Assist,Normal,Cat,Spayed Female,4 years,Domestic Shorthair,Agouti,2020-09-05 11:05:00,2/25/2016,Adoption,Foster,Spayed Female,4 years,192 days 22:04:00,19,C,TX,Austin 
814160,,2020-02-25 12:41:00,1607 Matthews Lane,Stray,Normal,Dog,Intact Female,1 year,Yorkshire Terrier Mix,White/Black,2020-02-29 17:49:00,2/25/2019,Transfer,Partner,Spayed Female,1 year,4 days 05:08:00,4,Not Adopted,TX,Austin 
814157,Sir Anubis Egypt,2020-02-25 12:25:00,,Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Medium Hair,Black,2020-02-29 18:54:00,10/25/2019,Adoption,,Neutered Male,4 months,4 days 06:29:00,4,A,TX,Austin 
814155,,2020-02-25 11:52:00,127 East Riverside Drive,Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Blue/White,2020-02-28 19:19:00,2/25/2019,Return to Owner,,Intact Female,1 year,3 days 07:27:00,3,Not Adopted,TX,Austin 
814154,,2020-02-25 11:47:00,6855 Highway 290 E,Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Orange Tabby,2020-02-29 12:34:00,2/25/2018,Transfer,Snr,Unknown,2 years,4 days 00:47:00,4,Not Adopted,TX,Austin 
814153,Angel,2020-02-25 11:47:00,6855 Highway 290 E,Stray,Normal,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby/White,2020-02-25 12:49:00,10/25/2019,Return to Owner,,Neutered Male,4 months,0 days 01:02:00,0,Not Adopted,TX,Austin 
814152,,2020-02-25 11:16:00,East Riverside Drive And Montopolis Drive,Stray,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair,Tan,2020-03-04 11:53:00,2/25/2015,Transfer,Partner,Spayed Female,5 years,8 days 00:37:00,8,Not Adopted,TX,Austin 
814151,*Benny,2020-02-25 11:16:00,East Riverside Drive And Montopolis Drive,Stray,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair,Tan/White,2020-03-01 18:22:00,2/25/2015,Adoption,,Neutered Male,5 years,5 days 07:06:00,5,,TX,Austin 
814146,,2020-02-25 09:53:00,1004 Bodgers D,Stray,Injured,Dog,Neutered Male,8 years,Dachshund,Brown/Black,2020-02-29 18:36:00,2/25/2012,Euthanasia,Suffering,Neutered Male,8 years,4 days 08:43:00,4,Not Adopted,TX,Austin 
814142,,2020-02-25 08:15:00,1712 E 11Th S,Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black,2020-02-28 12:24:00,2/25/2018,Euthanasia,Rabies Risk,Unknown,2 years,3 days 04:09:00,3,Not Adopted,TX,Austin 
814140,,2020-02-25 08:15:00,1712 E 11Th S,Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black,2020-02-28 12:24:00,2/25/2018,Euthanasia,Rabies Risk,Unknown,2 years,3 days 04:09:00,3,Not Adopted,TX,Austin 
814137,,2020-02-25 07:45:00,8624 Neider D,Stray,Injured,Cat,Intact Male,4 years,Domestic Shorthair,Black,2020-02-25 16:19:00,2/25/2016,Disposal,,Intact Male,4 years,0 days 08:34:00,0,Not Adopted,TX,Austin 
814136,*Felicity,2020-02-24 19:09:00,1150 Gunter S,Public Assist,Normal,Dog,Intact Female,2 years,Border Collie,Brown/White,2020-03-04 17:58:00,2/24/2018,Adoption,,Spayed Female,2 years,8 days 22:49:00,8,B,TX,Austin 
814135,*Geralt,2020-02-24 18:42:00,9024 Northgate,Stray,Normal,Dog,Neutered Male,2 years,Great Pyrenees,White/Tricolor,2020-03-07 17:30:00,2/24/2018,Adoption,,Neutered Male,2 years,11 days 22:48:00,11,B,TX,Austin 
814129,*Halpen,2020-02-24 16:34:00,4810 Alf Avenue,Abandoned,Normal,Dog,Intact Male,4 years,Labrador Retriever,Tan,2020-03-04 11:57:00,2/24/2016,Transfer,Partner,Neutered Male,4 years,8 days 19:23:00,8,Not Adopted,TX,Austin 
814128,*Neumann,2020-02-24 16:34:00,4810 Alf Avenue,Abandoned,Normal,Dog,Intact Male,3 years,Siberian Husky,Black/White,2020-03-04 11:57:00,2/24/2017,Transfer,Partner,Neutered Male,3 years,8 days 19:23:00,8,Not Adopted,TX,Austin 
814121,Ghost,2020-02-24 16:10:00,E Yager Ln And Thompkins D,Stray,Normal,Dog,Neutered Male,2 years,Siberian Husky,Gray/White,2020-02-26 13:00:00,2/24/2018,Return to Owner,,Neutered Male,2 years,1 days 20:50:00,1,Not Adopted,TX,Austin 
814120,Luna,2020-02-24 16:10:00,E Yager Ln And Thompkins D,Stray,Normal,Dog,Spayed Female,2 years,Alaskan Husky Mix,Brown/Black,2020-02-26 13:00:00,2/24/2018,Return to Owner,,Spayed Female,2 years,1 days 20:50:00,1,Not Adopted,TX,Austin 
814117,,2020-02-24 15:09:00,,Owner Surrender,Normal,Cat,Intact Male,9 months,Domestic Longhair,Black/White,2020-02-27 18:18:00,5/24/2019,Adoption,,Neutered Male,9 months,3 days 03:09:00,3,A,TX,Austin 
