Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating,Found State,Found City
828590,*Foxy,2021-01-21 08:06:00,1930 Rundberg Lane,Stray,Normal,Dog,Intact Male,1 year,Pit Bull/Pit Bull,Blue/White,2021-02-09 11:55:00,1/21/2020,Adoption,,Neutered Male,1 year,19 days 03:49:00,19,C,TX,Austin 
828584,,2021-01-20 18:36:00,609 Clayton Lane,Stray,Injured,Cat,Unknown,10 years,Domestic Shorthair,Black,2021-01-24 14:31:00,7/6/2010,Transfer,Partner,Unknown,10 years,3 days 19:55:00,3,Not Adopted,TX,Austin 
828581,,2021-01-20 16:59:00,501 East St Elmo,Stray,Normal,Dog,Intact Female,1 month,Great Pyrenees,White,2021-01-21 13:56:00,11/20/2020,Transfer,Partner,Intact Female,2 months,0 days 20:57:00,0,Not Adopted,TX,Austin 
828578,,2021-01-20 16:21:00,6609 Mckinney Falls Parkway,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue,2021-01-25 17:00:00,11/24/2020,Adoption,,Neutered Male,2 months,5 days 00:39:00,5,,TX,Austin 
828576,Osita,2021-01-20 15:50:00,14219 Littig Road in Mano,Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Brown/Black,2021-01-30 16:38:00,1/20/2019,Transfer,Partner,Spayed Female,2 years,10 days 00:48:00,10,Not Adopted,TX, Manor 
828575,,2021-01-20 14:41:00,1116 Saucedo,Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black/White,2021-01-22 08:45:00,1/20/2019,Transfer,Snr,Neutered Male,2 years,1 days 18:04:00,1,Not Adopted,TX,Austin 
828571,*Valentine,2021-01-20 13:55:00,Mckinney Falls Parkway,Stray,Normal,Dog,Intact Female,8 months,Bull Terrier Mix,White/Black,2021-01-28 11:20:00,5/20/2020,Transfer,Partner,Spayed Female,8 months,7 days 21:25:00,7,Not Adopted,TX,Austin 
828570,*Cupid,2021-01-20 13:55:00,Mckinney Falls Parkway,Stray,Normal,Dog,Intact Male,4 months,American Bulldog Mix,Black/White,2021-01-27 16:59:00,9/20/2020,,,Neutered Male,4 months,7 days 03:04:00,7,Not Adopted,TX,Austin 
828568,Bg,2021-01-20 15:01:00,7601 Grover Avenue,Stray,Normal,Dog,Intact Female,1 month,American Pit Bull Terrier,Red/White,2021-01-23 17:55:00,11/20/2020,Return to Owner,,Intact Female,2 months,3 days 02:54:00,3,Not Adopted,TX,Austin 
828564,,2021-01-20 13:37:00,,Wildlife,Normal,Other,Unknown,1 year,Raccoon,Gray/Black,2021-01-21 12:15:00,1/20/2020,Euthanasia,,Unknown,1 year,0 days 22:38:00,0,Not Adopted,TX,Austin 
828561,Milo,2021-01-20 12:50:00,7408 Bethune Avenue,Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby,2021-01-21 16:19:00,1/20/2019,Transfer,Partner,Neutered Male,2 years,1 days 03:29:00,1,Not Adopted,TX,Austin 
828560,,2021-01-20 12:41:00,109 West Anderso,Stray,Sick,Dog,Intact Male,4 months,Pug,Brown/Black,2021-01-24 12:14:00,9/20/2020,Died,In Kennel,Intact Male,4 months,3 days 23:33:00,3,Not Adopted,TX,Austin 
828559,,2021-01-20 12:36:00,9400 West Parmer Lane,Stray,Normal,Cat,Intact Male,2 weeks,Domestic Medium Hair,Brown Tabby/White,2021-01-20 15:29:00,1/5/2021,Transfer,Partner,Intact Male,2 weeks,0 days 02:53:00,0,Not Adopted,TX,Austin 
828558,,2021-01-20 12:36:00,9400 West Parmer Lane,Stray,Normal,Cat,Intact Male,2 weeks,Domestic Medium Hair,Brown Tabby,2021-01-20 15:29:00,1/5/2021,Transfer,Partner,Intact Male,2 weeks,0 days 02:53:00,0,Not Adopted,TX,Austin 
828547,*Emmy,2021-01-20 10:37:00,9308 Fm 969,Stray,Normal,Dog,Intact Female,1 year,Siberian Husky,White/Brown,2021-01-28 13:10:00,1/20/2020,Transfer,Partner,Spayed Female,1 year,8 days 02:33:00,8,Not Adopted,TX,Travis 
828546,,2021-01-20 10:37:00,9308 Fm 969,Stray,Normal,Dog,Intact Male,3 years,Siberian Husky,White,2021-01-28 13:10:00,1/20/2018,Transfer,Partner,Neutered Male,3 years,8 days 02:33:00,8,Not Adopted,TX,Travis 
828545,Cody,2021-01-20 09:37:00,6310 Ringsby Road,Stray,Normal,Dog,Intact Male,9 years,Labrador Retriever/Chow Chow,Cream/Tan,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828543,*Blake,2021-01-20 09:40:00,Ledesma Road,Stray,Normal,Dog,Intact Female,6 months,Labrador Retriever/Border Collie,Black/White,2021-01-27 14:24:00,7/20/2020,,,Spayed Female,6 months,7 days 04:44:00,7,Not Adopted,TX,Austin 
828542,,2021-01-20 07:44:00,7706 Northcrest Boulevard,Stray,Injured,Cat,Intact Male,8 months,Domestic Shorthair,Black,2021-01-27 15:27:00,5/20/2020,Transfer,Snr,Neutered Male,8 months,7 days 07:43:00,7,Not Adopted,TX,Austin 
828538,,2021-01-19 20:34:00,9400 West Parmer Lane,Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair,Brown Tabby,2021-01-20 14:36:00,1/8/2021,Transfer,Partner,Intact Male,1 weeks,0 days 18:02:00,0,Not Adopted,TX,Austin 
828535,*Arnold,2021-01-19 16:46:00,10701 San Jose,Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Blue/White,,,,,,,NaT,New intake,Not Adopted,TX,Travis 
828532,*Roosevelt,2021-01-19 16:52:00,2410 Santa Rita Stree,Stray,Sick,Cat,Neutered Male,12 years,Domestic Shorthair,Blue Tabby,2021-01-24 13:53:00,1/19/2009,Transfer,Partner,Neutered Male,12 years,4 days 21:01:00,4,Not Adopted,TX,Austin 
828531,*Roy,2021-01-19 15:13:00,,Owner Surrender,Normal,Other,Neutered Male,1 year,Guinea Pig,Tricolor,2021-01-26 17:05:00,1/19/2020,Adoption,,Neutered Male,1 year,7 days 01:52:00,7,B,TX,Travis 
828530,*Siegfried,2021-01-19 15:13:00,,Owner Surrender,Normal,Other,Intact Female,1 year,Guinea Pig,Tan/White,2021-01-26 17:04:00,1/19/2020,Adoption,,Intact Female,1 year,7 days 01:51:00,7,B,TX,Travis 
828526,,2021-01-19 13:51:00,6403 Bradsher Drive,Stray,Normal,Dog,Intact Female,2 years,Cairn Terrier,Brown,2021-01-23 11:12:00,1/19/2019,Transfer,Partner,Intact Female,2 years,3 days 21:21:00,3,Not Adopted,TX,Austin 
828525,Dj,2021-01-19 15:46:00,7002 Millrace Drive U,Owner Surrender,Injured,Dog,Spayed Female,5 years,Miniature Poodle,Cream,2021-01-21 11:48:00,1/19/2016,Transfer,Partner,Spayed Female,5 years,1 days 20:02:00,1,Not Adopted,TX,Austin 
828521,Bella,2021-01-19 12:34:00,1515 Grove,Public Assist,Normal,Dog,Spayed Female,5 years,Yorkshire Terrier,Brown/White,2021-01-25 12:54:00,1/19/2016,Return to Owner,,Spayed Female,5 years,6 days 00:20:00,6,Not Adopted,TX,Austin 
828520,Rocky,2021-01-19 12:34:00,1515 Grove,Public Assist,Normal,Dog,Neutered Male,5 years,Chihuahua Shorthair,Black,2021-01-26 11:21:00,1/19/2016,Transfer,Partner,Neutered Male,5 years,6 days 22:47:00,6,Not Adopted,TX,Austin 
828519,*Rylee,2021-01-19 15:47:00,1702 Webberville Road,Stray,Normal,Dog,Intact Female,2 years,Dachshund,Black/Brown,2021-01-25 16:03:00,1/19/2019,Transfer,Partner,Spayed Female,2 years,6 days 00:16:00,6,Not Adopted,TX,Austin 
828514,,2021-01-19 11:20:00,10505 Macmora Road,Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby,2021-01-21 09:27:00,1/19/2020,Transfer,Snr,Neutered Male,1 year,1 days 22:07:00,1,Not Adopted,TX,Austin 
828511,Coelho,2021-01-20 14:06:00,16601 Jacobson Road,Stray,Normal,Dog,Intact Male,3 years,Rottweiler,Black/Brown,2021-02-04 11:39:00,1/19/2018,Adoption,,Neutered Male,3 years,14 days 21:33:00,14,,TX,Travis 
828509,*Parker,2021-01-19 10:59:00,6103 Garden View Drive,Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever/Dachshund,Black/White,2021-01-26 11:34:00,8/19/2020,Adoption,,Spayed Female,5 months,7 days 00:35:00,7,B,TX,Austin 
828507,,2021-01-19 10:58:00,255 South 183 Highway,Stray,Medical,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Tricolor,2021-01-21 12:44:00,11/19/2020,Transfer,Partner,Intact Male,2 months,2 days 01:46:00,2,Not Adopted,TX,Austin 
828506,Pez,2021-01-19 10:07:00,8000 Decker Lane,Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair,Cream,2021-01-23 11:53:00,1/19/2018,Transfer,Partner,Intact Male,3 years,4 days 01:46:00,4,Not Adopted,TX,Austin 
828503,*Coal,2021-02-05 12:42:00,,Owner Surrender,Normal,Dog,Neutered Male,2 years,Rottweiler,Black/Brown,2021-02-04 15:28:00,1/19/2019,Adoption,,Neutered Male,2 years,-1 days +02:46:00,-1,,TX,Austin 
828492,,2021-01-18 16:49:00,19962 Siesta Shores Drive,Wildlife,Sick,Other,Unknown,2 years,Fox,Red,2021-01-20 09:08:00,1/18/2019,Euthanasia,Suffering,Unknown,2 years,1 days 16:19:00,1,Not Adopted,TX,Travis 
828485,Skittles,2021-01-18 13:02:00,7900 Cameron Road,Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,White,2021-01-23 11:53:00,1/18/2020,Transfer,Partner,Intact Male,1 year,4 days 22:51:00,4,Not Adopted,TX,Austin 
828484,,2021-01-18 13:02:00,7900 Cameron Road,Stray,Normal,Dog,Intact Male,4 months,Chihuahua Shorthair,Brown/Black,2021-01-23 11:53:00,9/18/2020,Transfer,Partner,Intact Male,4 months,4 days 22:51:00,4,Not Adopted,TX,Austin 
828483,Siri,2021-01-18 13:04:00,4076 Gattis School Road,Stray,Normal,Dog,Spayed Female,2 years,Chinese Sharpei,Black/Brown,2021-01-19 13:33:00,1/18/2019,Return to Owner,,Spayed Female,2 years,1 days 00:29:00,1,Not Adopted,TX,Travis 
828480,Holly,2021-01-18 12:10:00,Rundberg And Lam,Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Tan,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828476,Salem,2021-01-18 07:01:00,East Stassney Lane And Ih-35,Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,Black,2021-01-19 15:59:00,1/18/2020,Return to Owner,,Intact Male,1 year,1 days 08:58:00,1,Not Adopted,TX,Austin 
828473,,2021-01-17 17:46:00,110 West Slaughter Lane,Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Tan/White,2021-01-23 13:56:00,11/17/2020,Adoption,,Neutered Male,2 months,5 days 20:10:00,5,,TX,Austin 
828472,,2021-01-17 17:46:00,110 West Slaughter Lane,Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,Red/White,2021-01-23 17:25:00,11/17/2020,Adoption,,Neutered Male,2 months,5 days 23:39:00,5,,TX,Travis 
828466,Zeus,2021-01-17 15:07:00,2601 South Pleasant Valley,Owner Surrender,Normal,Dog,Intact Male,11 months,Pit Bull,Fawn/White,2021-01-30 16:23:00,2/17/2020,Euthanasia,Behavior,Intact Male,11 months,13 days 01:16:00,13,Not Adopted,TX,Austin 
828465,Max,2021-01-17 13:53:00,1156 E Cesar Chavez,Public Assist,Sick,Cat,Neutered Male,7 years,Domestic Shorthair,Orange Tabby,2021-01-26 17:54:00,1/17/2014,Transfer,Partner,Neutered Male,7 years,9 days 04:01:00,9,Not Adopted,TX,Austin 
828464,*Harvey,2021-01-17 13:36:00,2005 Conestoga Trail,Stray,Normal,Dog,Intact Male,1 year,Great Pyrenees,White,2021-02-18 09:10:00,7/17/2019,Adoption,Foster,Neutered Male,1 year,31 days 19:34:00,31,D,TX,Austin 
828463,Ej,2021-01-17 11:27:00,2300 North Loop Boulevard,Owner Surrender,Injured,Cat,Spayed Female,6 years,Domestic Shorthair,Brown Tabby,2021-01-17 14:00:00,1/17/2015,Transfer,Partner,Spayed Female,6 years,0 days 02:33:00,0,Not Adopted,TX,Austin 
828460,*Pablo,2021-01-17 10:05:00,1044 Norwood Park Boulevard,Stray,Normal,Dog,Intact Male,1 year,Staffordshire,Brown Brindle/White,2021-01-23 17:27:00,1/17/2020,Adoption,,Neutered Male,1 year,6 days 07:22:00,6,B,TX,Austin 
828456,Juno,2021-01-17 08:09:00,2400 South Congre,Stray,Injured,Cat,Spayed Female,1 year,Domestic Shorthair,White/Black,2021-01-17 11:52:00,4/17/2019,Return to Owner,,Spayed Female,1 year,0 days 03:43:00,0,Not Adopted,TX,Austin 
828455,,2021-01-17 08:09:00,6302 Wolf Lane,Stray,Injured,Dog,Neutered Male,3 years,American Foxhound,White/Orange,2021-01-29 17:30:00,1/17/2018,Adoption,,Neutered Male,3 years,12 days 09:21:00,12,B,TX,Travis 
828450,Domino,2021-01-16 21:16:00,6709 Sabrina Drive,Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull,White/Black,2021-02-07 17:42:00,1/16/2020,Adoption,,Neutered Male,1 year,21 days 20:26:00,21,C,TX,Austin 
828449,Brownie,2021-01-16 21:16:00,6709 Sabrina Drive,Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull,Brown,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828445,Blue,2021-01-16 16:15:00,1100 West Cesar Chavez Stree,Stray,Normal,Dog,Intact Male,2 years,Boxer,Brown/White,2021-01-17 13:33:00,1/16/2019,Return to Owner,,Intact Male,2 years,0 days 21:18:00,0,Not Adopted,TX,Austin 
828439,,2021-01-16 13:30:00,12700 Sparks Road,Owner Surrender,Injured,Dog,Intact Female,8 months,Great Pyrenees,White/Black,2021-01-16 16:40:00,5/16/2020,Euthanasia,Suffering,Intact Female,8 months,0 days 03:10:00,0,Not Adopted,TX,Travis 
828436,*Heidi,2021-01-16 13:45:00,Cameron Road And Schimdt Lane,Stray,Normal,Dog,Spayed Female,5 years,German Shepherd,Black/Brown,2021-01-28 11:20:00,1/16/2016,Transfer,Partner,Spayed Female,5 years,11 days 21:35:00,11,Not Adopted,TX,Travis 
828435,*Keanu,2021-01-16 13:45:00,Cameron Road And Schimdt Lane,Stray,Normal,Dog,Neutered Male,2 years,German Shepherd,White,2021-01-28 11:19:00,1/16/2019,Transfer,Partner,Neutered Male,2 years,11 days 21:34:00,11,Not Adopted,TX,Travis 
828431,*Pony,2021-01-16 16:16:00,7710 Sandia Loop,Stray,Injured,Dog,Intact Female,2 years,German Shepherd Mix,Brown,2021-01-25 16:42:00,1/16/2019,Adoption,,Spayed Female,2 years,9 days 00:26:00,9,B,TX,Austin 
828429,,2021-01-16 11:47:00,10512 Cambria Coast R,Wildlife,Sick,Other,Unknown,2 years,Fox,Gray/Tan,2021-01-20 09:10:00,1/16/2019,Disposal,,Unknown,2 years,3 days 21:23:00,3,Not Adopted,TX,Austin 
828428,,2021-01-16 16:18:00,1908 Ocallahan Drive,Wildlife,Injured,Other,Unknown,1 year,Raccoon,Black/Gray,2021-01-17 10:46:00,1/16/2020,Euthanasia,Rabies Risk,Unknown,1 year,0 days 18:28:00,0,Not Adopted,TX,Austin 
828426,*Berkeley,2021-01-16 15:30:00,16204 Fagerquist Road,Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier,Chocolate/White,,,,,,,NaT,New intake,Not Adopted,TX,Travis 
828422,Diablo,2021-01-16 09:00:00,14946 Swiss Drive,Stray,Normal,Dog,Intact Male,2 years,Doberman Pinsch,Black/Tan,2021-01-19 17:04:00,1/16/2019,Return to Owner,,Intact Male,2 years,3 days 08:04:00,3,Not Adopted,TX,Austin 
828421,Luna,2021-01-16 08:55:00,109 Caddis Cove in Hay,Owner Surrender,Sick,Dog,Intact Female,9 months,Labrador Retriever Mix,Yellow/White,2021-02-04 14:14:00,4/16/2020,Adoption,Foster,Intact Female,9 months,19 days 05:19:00,19,C,TX,n Hays 
828420,*Lesley,2021-01-16 08:45:00,14946 Swiss Drive,Stray,Sick,Dog,Intact Female,2 years,Siberian Husky Mix,Black/White,2021-02-05 18:02:00,1/16/2019,Adoption,,Spayed Female,2 years,20 days 09:17:00,20,C,TX,Austin 
828413,,2021-01-15 16:35:00,6025 Toye,Stray,Normal,Dog,Intact Male,8 years,Miniature Schnauzer Mix,Silver/White,2021-01-20 11:10:00,1/15/2013,Transfer,Partner,Neutered Male,8 years,4 days 18:35:00,4,Not Adopted,TX,Austin 
828408,*Benny,2021-01-15 15:53:00,7201 Levander Loop,Stray,Normal,Dog,Intact Male,1 month,Blue Lacy,Blue,2021-02-06 16:41:00,11/30/2020,Adoption,Foster,Neutered Male,2 months,22 days 00:48:00,22,C,TX,Austin 
828404,Nala,2021-01-15 15:13:00,Oltorf,Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever Mix,Brown Brindle/White,2021-01-20 16:20:00,8/15/2020,Adoption,,Spayed Female,5 months,5 days 01:07:00,5,,TX,Austin 
828399,Rayo,2021-01-16 16:11:00,Colfax Drive And Imperial Drive,Stray,Normal,Dog,Intact Male,10 months,German Shepherd Mix,Tan/Black,2021-01-17 17:46:00,2/17/2020,Return to Owner,,Intact Male,11 months,1 days 01:35:00,1,Not Adopted,TX,Austin 
828398,,2021-01-15 14:18:00,2705 Hoeke,Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Black,2021-01-19 15:51:00,1/15/2019,Transfer,Partner,Neutered Male,2 years,4 days 01:33:00,4,Not Adopted,TX,Austin 
828397,,2021-01-15 14:36:00,15103 Mimebark Way,Stray,Injured,Dog,Intact Female,1 year,Labrador Retriever Mix,Brown,2021-01-15 16:00:00,1/15/2020,Transfer,Partner,Intact Female,1 year,0 days 01:24:00,0,Not Adopted,TX,Travis 
828394,*Harris,2021-01-15 14:51:00,3825 Bee Caves Road,Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever,Black/White,,,,,,,NaT,New intake,Not Adopted,TX,Travis 
828393,*Gregolas,2021-01-15 13:30:00,2201 Perry Avenue,Stray,Normal,Cat,Intact Male,2 years,Manx mix,Black/White,2021-02-06 08:49:00,1/15/2019,Transfer,Snr,Neutered Male,2 years,21 days 19:19:00,21,Not Adopted,TX,Austin 
828389,*Hobbs,2021-01-15 10:27:00,2301 Durwood Stree,Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever/Pit Bull,White/Brown Brindle,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828385,*Josh,2021-01-15 09:38:00,12200 Carl Road,Stray,Normal,Dog,Intact Male,2 years,Chihuahua Longhair/Cocker Spaniel,Black,2021-01-20 11:10:00,1/15/2019,Transfer,Partner,Neutered Male,2 years,5 days 01:32:00,5,Not Adopted,TX,Austin 
828382,*Silver,2021-01-15 10:07:00,Parker Lane And Woodward,Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Pit Bull,White,2021-01-30 14:47:00,1/15/2019,Adoption,,Neutered Male,2 years,15 days 04:40:00,15,C,TX,Austin 
828379,,2021-01-15 08:57:00,10202 Willfield Drive,Wildlife,Sick,Other,Unknown,1 year,Skunk,Black/White,2021-01-15 09:36:00,1/15/2020,Euthanasia,Rabies Risk,Unknown,1 year,0 days 00:39:00,0,Not Adopted,TX,Austin 
828370,*Meatloaf,2021-01-14 17:35:00,8105 South Fm 973,Stray,Normal,Dog,Intact Male,2 years,Catahoula Mix,Blue Merle/White,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828369,*Gravy,2021-01-14 17:35:00,8105 South Fm 973,Stray,Normal,Dog,Intact Female,2 years,Bull Terrier/Labrador Retriever,Brown/White,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828368,Charlie,2021-01-14 16:34:00,1219 South Lam,Stray,Normal,Cat,Spayed Female,3 years,Domestic Shorthair,Torbie,2021-01-19 14:47:00,1/14/2018,Transfer,Snr,Spayed Female,3 years,4 days 22:13:00,4,Not Adopted,TX,Austin 
828365,,2021-01-14 07:48:00,2240 West Braker Lane,Stray,Injured,Cat,Unknown,2 years,Domestic Shorthair,Black,2021-01-18 13:29:00,1/14/2019,Euthanasia,At Vet,Unknown,2 years,4 days 05:41:00,4,Not Adopted,TX,Austin 
828362,*Albert,2021-01-14 15:06:00,7206 Ed Blueste,Stray,Normal,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,White/Tan,2021-01-19 15:34:00,5/14/2020,Transfer,Partner,Intact Male,8 months,5 days 00:28:00,5,Not Adopted,TX,Austin 
828358,*Leroy,2021-01-14 13:57:00,9101 Hog Eye Road,Owner Surrender,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier,Blue/White,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828356,Luna,2021-01-14 12:37:00,4110 Guadalupe,Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby,2021-01-15 16:45:00,1/14/2020,Transfer,Partner,Spayed Female,1 year,1 days 04:08:00,1,Not Adopted,TX,Austin 
828354,,2021-01-14 11:35:00,1624 Rutland,Stray,Injured,Cat,Intact Male,6 months,Domestic Shorthair,Blue,2021-01-19 11:34:00,7/14/2020,Adoption,,Neutered Male,6 months,4 days 23:59:00,4,A,TX,Austin 
828351,*Katy,2021-01-26 14:37:00,,Owner Surrender,Normal,Dog,Spayed Female,1 year,Finnish Spitz Mix,Brown,2021-01-20 16:54:00,1/14/2020,Adoption,,Spayed Female,1 year,-6 days +02:17:00,-6,,TX,Austin 
828347,Doug,2021-01-14 10:02:00,3300 Killingsworth Lane,Stray,Normal,Dog,Intact Male,2 years,Cardigan Welsh Corgi Mix,Tan/White,2021-01-21 15:01:00,1/14/2019,Adoption,,Neutered Male,2 years,7 days 04:59:00,7,B,TX,Travis 
828346,,2021-01-14 11:53:00,11402 James Haller Drive,Stray,Normal,Cat,Intact Male,10 months,Domestic Shorthair,Orange Tabby/White,2021-01-28 13:10:00,3/14/2020,Transfer,Partner,Neutered Male,10 months,14 days 01:17:00,14,Not Adopted,TX,Austin 
828341,*Pistachio,2021-01-13 16:45:00,6107 Calmar Cove,Stray,Normal,Cat,Intact Female,5 years,Domestic Shorthair,Tortie,2021-01-21 11:19:00,1/13/2016,Transfer,Partner,Spayed Female,5 years,7 days 18:34:00,7,Not Adopted,TX,Austin 
828335,*Willow,2021-01-14 15:41:00,6700 Cameron Road,Stray,Normal,Dog,Intact Female,1 year,Siberian Husky,Black/White,2021-01-21 14:21:00,1/13/2020,Adoption,,Spayed Female,1 year,6 days 22:40:00,6,B,TX,Austin 
828334,Marlo,2021-01-13 16:58:00,14100 Thermal,Stray,Normal,Dog,Intact Male,10 months,Pit Bull Mix,Black/White,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828331,,2021-01-13 15:03:00,10805 North Lam,Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Black,2021-01-31 10:47:00,1/13/2019,Transfer,Partner,Neutered Male,2 years,17 days 19:44:00,17,Not Adopted,TX,Austin 
828329,,2021-01-13 15:30:00,906 Bird Creek Drive,Stray,Injured,Cat,Neutered Male,10 years,Domestic Shorthair,Brown Tabby,2021-01-17 12:15:00,1/13/2011,Euthanasia,Suffering,Neutered Male,10 years,3 days 20:45:00,3,Not Adopted,TX,Austin 
828327,*Bp,2021-01-13 14:04:00,7007 Craybrough Circle,Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828325,Sissie,2021-01-13 13:07:00,8806 Clearbrook Trail,Stray,Injured,Dog,Spayed Female,12 years,Basset Hound,White/Brown,2021-01-15 15:46:00,10/13/2008,Return to Owner,,Spayed Female,12 years,2 days 02:39:00,2,Not Adopted,TX,Austin 
828322,,2021-01-13 11:55:00,Adair Drive,Stray,Normal,Dog,Intact Female,1 month,Cocker Spaniel Mix,Yellow,2021-01-19 17:02:00,11/13/2020,Adoption,,Spayed Female,2 months,6 days 05:07:00,6,B,TX,Austin 
828321,Evie,2021-01-13 11:55:00,Adair Drive,Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Yellow,2021-01-20 17:22:00,1/13/2019,Adoption,,Spayed Female,2 years,7 days 05:27:00,7,B,TX,Austin 
828320,*Rocko,2021-01-13 14:14:00,Parmer Lane And Old Highway 20,Stray,Nursing,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Tan,2021-02-04 14:53:00,11/19/2020,Adoption,Foster,Neutered Male,2 months,22 days 00:39:00,22,C,TX,Travis 
828319,*Punkin,2021-01-13 14:14:00,Parmer Lane And Old Highway 20,Stray,Nursing,Dog,Intact Female,1 month,Chihuahua Shorthair,White,2021-02-06 10:40:00,11/19/2020,Adoption,Foster,Spayed Female,2 months,23 days 20:26:00,23,C,TX,Travis 
828318,*Dolly,2021-01-13 14:14:00,Parmer Lane And Old Highway 20,Stray,Nursing,Dog,Intact Female,1 month,Chihuahua Longhair Mix,White/Tan,2021-02-04 14:50:00,11/19/2020,Adoption,Foster,Spayed Female,2 months,22 days 00:36:00,22,C,TX,Travis 
828317,*Eddy,2021-01-13 14:14:00,Parmer Lane And Old Highway 20,Stray,Nursing,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Tricolor,2021-02-04 14:59:00,11/19/2020,Adoption,Foster,Neutered Male,2 months,22 days 00:45:00,22,C,TX,Travis 
828315,,2021-01-13 14:14:00,Parmer Lane And Old Highway 20,Stray,Nursing,Dog,Intact Female,1 year,Chihuahua Shorthair,White/Tan,2021-01-15 13:07:00,8/13/2019,Transfer,Partner,Intact Female,1 year,1 days 22:53:00,1,Not Adopted,TX,Travis 
828312,*Ralph,2021-01-13 11:00:00,8200 Sassman Road,Stray,Normal,Dog,Intact Female,2 years,German Shepherd/Labrador Retriever,Brown/Black,2021-02-08 11:04:00,1/13/2019,Adoption,,Spayed Female,2 years,26 days 00:04:00,26,C,TX,Travis 
828307,,2021-01-13 15:35:00,11716 Bell Avenue,Wildlife,Injured,Other,Unknown,2 years,Fox,Red,2021-01-14 09:16:00,1/13/2019,Disposal,,Unknown,2 years,0 days 17:41:00,0,Not Adopted,TX,Austin 
828302,*Winter,2021-01-13 08:00:00,8714 Fm 812,Stray,Injured,Dog,Intact Male,3 years,Great Pyrenees,White,2021-01-19 17:38:00,1/13/2018,Adoption,,Neutered Male,3 years,6 days 09:38:00,6,B,TX,Austin 
828301,,2021-01-13 07:54:00,2510 Rutland Drive,Stray,Injured,Cat,Spayed Female,4 years,Domestic Shorthair,Tortie,2021-01-24 15:20:00,1/13/2017,Transfer,Partner,Spayed Female,4 years,11 days 07:26:00,11,Not Adopted,TX,Austin 
828296,*Felix,2021-01-12 20:21:00,7201 Levande,Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever/Australian Cattle Dog,White/Tan,2021-01-19 08:51:00,11/13/2020,Transfer,Partner,Intact Male,2 months,6 days 12:30:00,6,Not Adopted,TX,Austin 
828295,*Dahlia,2021-01-12 07:45:00,7201 Levande,Stray,Injured,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
828294,Sylvester,2021-01-12 19:01:00,1115 Desirable,Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Black/White,2021-02-03 15:01:00,1/12/2019,Transfer,Snr,Neutered Male,2 years,21 days 20:00:00,21,Not Adopted,TX,Austin 
