Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating
827608,*Wilbur,2020-12-27 12:44:00,8505 Shoal Creek Boulevard in Austin (TX),Stray,Sick,Dog,Intact Male,2 years,Pit Bull/Chinese Sharpei,Brown/White,,,,,,,NaT,New intake,Not Adopted
827600,*Sloane,2020-12-28 11:53:00,206 Lisa Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby,2021-01-23 09:45:00,12/27/2018,Adoption,,Neutered Male,2 years,25 days 21:52:00,25,C
827590,Aries,2020-12-26 16:27:00,4812 East Riverside Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown/Brown,2021-02-09 15:45:00,12/26/2018,Adoption,,Neutered Male,2 years,44 days 23:18:00,44,D
827584,,2020-12-26 14:26:00,Montopolis Drive And Ponca Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Poodle,White,2020-12-30 16:10:00,12/26/2018,Adoption,,Neutered Male,2 years,4 days 01:44:00,4,A
827581,*Mitsuki,2020-12-26 12:05:00,1417 Lorraine Loop in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Tortie,2021-01-02 11:13:00,9/26/2020,Transfer,Partner,Intact Female,3 months,6 days 23:08:00,6,Not Adopted
827576,*Bubba,2020-12-26 11:52:00,20729 Silverbell Lane in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,White,,,,,,,NaT,New intake,Not Adopted
827574,*Speedy,2020-12-28 06:30:00,5616 Emerald Forest Drive in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Basenji/Australian Kelpie,Tricolor,2021-01-06 17:40:00,3/28/2020,Adoption,,Neutered Male,9 months,9 days 11:10:00,9,B
827571,,2020-12-25 14:58:00,307 East Powell Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair,Black,2020-12-31 11:46:00,9/25/2020,Transfer,Partner,Intact Male,3 months,5 days 20:48:00,5,Not Adopted
827570,,2020-12-25 14:58:00,307 East Powell Lane in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Chihuahua Shorthair,Black,2020-12-31 11:46:00,2/25/2020,Transfer,Partner,Intact Male,10 months,5 days 20:48:00,5,Not Adopted
827568,,2020-12-25 14:50:00,Bolm Road in Austin (TX),Stray,Injured,Cat,Intact Female,5 years,Domestic Shorthair,White,,,,,,,NaT,New intake,Not Adopted
827567,*Louie,2020-12-25 14:39:00,969 And Decker Lane in Austin (TX),Stray,Injured,Dog,Neutered Male,2 years,Miniature Poodle,Gray/White,2021-01-03 11:55:00,12/25/2018,Adoption,,Neutered Male,2 years,8 days 21:16:00,8,B
827560,,2020-12-24 21:44:00,12403 Mellow Meadow Drive in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Fox,Gray,2020-12-26 08:06:00,12/24/2018,Euthanasia,At Vet,Unknown,2 years,1 days 10:22:00,1,Not Adopted
827556,,2020-12-24 16:38:00,Us 183 And Us 290 Highway in Austin (TX),Stray,Injured,Cat,Unknown,6 months,Domestic Shorthair,Black/White,2020-12-29 09:53:00,6/24/2020,Euthanasia,At Vet,Unknown,6 months,4 days 17:15:00,4,Not Adopted
827554,Duque,2020-12-24 15:22:00,11921 Arran Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog,Tricolor,2020-12-26 12:34:00,12/24/2018,Return to Owner,,Intact Male,2 years,1 days 21:12:00,1,Not Adopted
827553,Ginger,2020-12-24 15:22:00,11921 Arran Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Alaskan Husky,Gray/White,2020-12-26 12:33:00,12/24/2018,Return to Owner,,Intact Male,2 years,1 days 21:11:00,1,Not Adopted
827550,Tigga,2020-12-26 15:34:00,1500 East Riverside Drive in Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Labrador Retriever/Pit Bull,Red/White,2021-01-08 12:59:00,12/28/2015,Return to Owner,,Neutered Male,5 years,12 days 21:25:00,12,Not Adopted
827548,,2020-12-24 13:05:00,117 East Oltorf in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull/Boxer,White/Brown,2020-12-26 11:40:00,12/24/2018,Return to Owner,,Intact Female,2 years,1 days 22:35:00,1,Not Adopted
827536,*Bones,2020-12-24 01:55:00,12813 Tomanet Trail in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,German Shepherd Mix,White,2021-01-07 18:05:00,12/24/2017,Adoption,,Neutered Male,3 years,14 days 16:10:00,14,
827530,,2020-12-23 16:49:00,1703 Schulle Avenue in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon,Brown,2020-12-24 12:24:00,12/23/2018,Euthanasia,Rabies Risk,Unknown,2 years,0 days 19:35:00,0,Not Adopted
827525,Rocky,2020-12-23 16:16:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Pit Bull/Boxer,Black/White,,,,,,,NaT,New intake,Not Adopted
827524,*Humberto,2020-12-23 15:39:00,4320 South Congress in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Labrador Retriever,Black,2021-02-10 11:57:00,12/23/2013,Adoption,Foster,Neutered Male,7 years,48 days 20:18:00,48,D
827523,*Simon,2020-12-23 15:36:00,Edmundsbury Drive And Derby Downs Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer,Red/Black,2021-01-12 12:26:00,12/23/2018,Transfer,Partner,Neutered Male,2 years,19 days 20:50:00,19,Not Adopted
827522,*Angelo,2020-12-23 15:06:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Australian Shepherd/Labrador Retriever,Tan/White,,,,,,,NaT,New intake,Not Adopted
827517,,2020-12-23 14:59:00,1615 East Cesar Chavez Street in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Chihuahua Shorthair,Tan/White,2020-12-29 12:47:00,12/23/2016,Adoption,,Spayed Female,4 years,5 days 21:48:00,5,
827512,Coco,2020-12-23 13:44:00,Nuckols Crossing And Palo Blanco in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Great Pyrenees,White,2020-12-26 13:06:00,2/23/2020,Return to Owner,,Intact Male,10 months,2 days 23:22:00,2,Not Adopted
827510,*Spot,2020-12-23 14:58:00,706 Bedford Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,White/Brown,2021-02-09 12:19:00,12/23/2018,Adoption,,Neutered Male,2 years,47 days 21:21:00,47,D
827507,Caterina,2020-12-23 12:21:00,Austin (TX),Public Assist,Normal,Cat,Spayed Female,12 years,Siamese mix,Lynx Point,2021-02-04 10:59:00,6/23/2008,Transfer,Partner,Spayed Female,12 years,42 days 22:38:00,42,Not Adopted
827506,,2020-12-23 12:45:00,5604 Adair Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Queensland Heeler,White/Black,2020-12-26 14:26:00,10/23/2020,Adoption,,Intact Male,2 months,3 days 01:41:00,3,A
827505,Bella,2020-12-23 11:18:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Pembroke Welsh Corgi Mix,Buff,2020-12-28 17:21:00,6/23/2017,Adoption,,Spayed Female,3 years,5 days 06:03:00,5,
827504,Polo,2020-12-23 11:18:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Dachshund Mix,Brown/White,2020-12-28 17:46:00,12/23/2018,Adoption,,Neutered Male,2 years,5 days 06:28:00,5,
827499,Cc,2020-12-23 10:52:00,Austin (TX),Owner Surrender,Normal,Other,Unknown,2 months,Guinea Pig,White/Tricolor,2020-12-31 10:57:00,9/23/2020,Adoption,,Unknown,3 months,8 days 00:05:00,8,B
827498,*Joey,2020-12-23 09:33:00,2007 West Loop in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,Fawn,2021-01-02 11:12:00,12/23/2018,Transfer,Partner,Neutered Male,2 years,10 days 01:39:00,10,Not Adopted
827486,*Winston,2020-12-23 08:14:00,1317 West 10Th Street in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,White/Red,,,,,,,NaT,New intake,Not Adopted
827482,*Mo,2020-12-22 19:56:00,12804 Starbrimson in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,German Shepherd Mix,Tan/Black,2021-01-06 15:10:00,12/22/2017,Adoption,,Neutered Male,3 years,14 days 19:14:00,14,
827481,Dozer,2020-12-22 17:30:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,American Bulldog Mix,Blue/White,2020-12-31 14:38:00,12/22/2019,Adoption,,Neutered Male,1 year,8 days 21:08:00,8,B
827480,Koko,2020-12-22 19:56:00,12804 Starbrimson in Travis (TX),Stray,Normal,Dog,Intact Female,3 years,Staffordshire Mix,White/Black,,,,,,,NaT,New intake,Not Adopted
827479,,2020-12-22 16:22:00,10505 Macmora Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby,2020-12-26 16:46:00,12/22/2019,Transfer,Snr,Neutered Male,1 year,4 days 00:24:00,4,Not Adopted
827478,,2020-12-22 16:22:00,10505 Macmora Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,White/Orange Tabby,2020-12-26 14:46:00,12/22/2019,Transfer,Snr,Spayed Female,1 year,3 days 22:24:00,3,Not Adopted
827477,Scooter,2020-12-22 16:29:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog/Pit Bull,White/Tan,2021-01-21 14:20:00,8/22/2019,Adoption,,Neutered Male,1 year,29 days 21:51:00,29,C
827476,*Bubble,2020-12-22 16:06:00,1906 Ralph C Craig in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Blue Tabby/White,2020-12-30 15:24:00,7/22/2020,Transfer,Partner,Spayed Female,5 months,7 days 23:18:00,7,Not Adopted
827474,Theo,2020-12-22 16:04:00,2613 Witsome Loop in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Chihuahua Shorthair/Dachshund,Brown,2020-12-29 14:14:00,7/22/2020,Transfer,Partner,Intact Male,5 months,6 days 22:10:00,6,Not Adopted
827472,,2020-12-22 15:42:00,102 East Rundberg in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Cattle Dog,Tricolor,2020-12-28 15:40:00,12/22/2018,Transfer,Partner,Intact Female,2 years,5 days 23:58:00,5,Not Adopted
827471,Kc,2020-12-22 15:40:00,1190 Airport in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair,Torbie,,,,,,,NaT,New intake,Not Adopted
827467,,2020-12-22 15:22:00,2213 Patsy Parkway in Austin (TX),Stray,Pregnant,Dog,Intact Female,2 years,Australian Cattle Dog/Queensland Heeler,Blue Merle/Black,2020-12-28 15:38:00,12/22/2018,Transfer,Partner,Intact Female,2 years,6 days 00:16:00,6,Not Adopted
827465,,2020-12-22 14:37:00,1908 West Ben White in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Maltese/Miniature Poodle,Black/Brown,2020-12-28 17:18:00,7/7/2020,Adoption,,Spayed Female,5 months,6 days 02:41:00,6,B
827464,,2020-12-22 14:37:00,1908 West Ben White in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Maltese/Miniature Poodle,White,2020-12-28 17:17:00,7/7/2020,Adoption,,Spayed Female,5 months,6 days 02:40:00,6,B
827462,Diogi,2020-12-22 14:24:00,Airport Blvd & Gunter St in Austin (TX),Stray,Behavior,Dog,Neutered Male,2 years,Vizsla Mix,Red,2021-01-15 11:42:00,12/30/2017,Rto-Adopt,,Neutered Male,3 years,23 days 21:18:00,23,Not Adopted
827461,Marley,2020-12-22 15:23:00,406 W 40Th St in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Australian Cattle Dog,Red/White,2021-01-04 13:59:00,3/13/2020,Adoption,,Neutered Male,9 months,12 days 22:36:00,12,B
827455,,2020-12-22 11:13:00,13814 Rector Loop in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Sable,2020-12-28 16:32:00,10/22/2020,Adoption,,Neutered Male,2 months,6 days 05:19:00,6,B
827454,,2020-12-22 11:13:00,13814 Rector Loop in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd,Black,2020-12-28 17:52:00,10/22/2020,Adoption,,Spayed Female,2 months,6 days 06:39:00,6,B
827453,,2020-12-22 11:13:00,13814 Rector Loop in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,German Shepherd Mix,Buff,2020-12-28 16:33:00,10/22/2020,Adoption,,Spayed Female,2 months,6 days 05:20:00,6,B
827451,Owen,2020-12-22 11:20:00,1021 W Braker Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,White/Tan,2020-12-23 16:26:00,12/22/2018,Return to Owner,,Intact Male,2 years,1 days 05:06:00,1,Not Adopted
827447,Pebbles,2021-02-07 09:28:00,505 Swanee Drive in Austin (TX),Public Assist,Normal,Dog,Spayed Female,11 months,Beagle/Catahoula,Tan/White,2021-02-24 14:45:00,2/22/2020,Rto-Adopt,,Spayed Female,1 year,17 days 05:17:00,17,Not Adopted
827441,Albus,2020-12-21 22:07:00,2900 East Highway 71 in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,German Shepherd/Alaskan Husky,Tan/Brown,2020-12-29 12:35:00,5/21/2020,Transfer,Partner,Intact Male,7 months,7 days 14:28:00,7,Not Adopted
827439,*Maki,2020-12-21 17:06:00,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Longhair,Black/White,2020-12-29 15:20:00,9/21/2020,Adoption,,Spayed Female,3 months,7 days 22:14:00,7,B
827438,*Aida,2020-12-21 17:06:00,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Longhair,Black/White,2020-12-29 15:20:00,9/21/2020,Adoption,,Spayed Female,3 months,7 days 22:14:00,7,B
827437,Taffy,2020-12-21 16:23:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,8 years,Domestic Longhair,Cream Tabby,2020-12-23 14:29:00,12/21/2012,Transfer,Partner,Neutered Male,8 years,1 days 22:06:00,1,Not Adopted
827435,Midnight,2020-12-21 16:23:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,15 years,Domestic Shorthair,Black,2020-12-23 14:29:00,12/21/2005,Return to Owner,,Spayed Female,15 years,1 days 22:06:00,1,Not Adopted
827433,Kevin Hart,2020-12-21 15:59:00,11105 Ih 35 in Austin (TX),Abandoned,Nursing,Dog,Intact Female,2 days,Labrador Retriever,Chocolate/White,2020-12-28 09:34:00,12/19/2020,Euthanasia,At Vet,Intact Female,1 weeks,6 days 17:35:00,6,Not Adopted
827432,*Ed Sheeran,2020-12-21 15:59:00,11105 Ih 35 in Austin (TX),Abandoned,Nursing,Dog,Intact Male,2 days,Golden Retriever/Labrador Retriever,Gold/White,,,,,,,NaT,New intake,Not Adopted
827431,*Jlo,2020-12-21 15:59:00,11105 Ih 35 in Austin (TX),Abandoned,Nursing,Dog,Intact Female,2 days,Golden Retriever/Labrador Retriever,Gold/White,,,,,,,NaT,New intake,Not Adopted
827430,*Eminem,2020-12-21 15:59:00,11105 Ih 35 in Austin (TX),Abandoned,Nursing,Dog,Intact Male,2 days,Golden Retriever/Labrador Retriever,Gold,,,,,,,NaT,New intake,Not Adopted
827429,*Drake,2020-12-21 15:59:00,11105 Ih 35 in Austin (TX),Abandoned,Nursing,Dog,Intact Male,2 days,Labrador Retriever Mix,Black,,,,,,,NaT,New intake,Not Adopted
827428,Beyonce,2020-12-21 15:59:00,11105 Ih 35 in Austin (TX),Abandoned,Nursing,Dog,Intact Male,2 days,Labrador Retriever,Black,2020-12-28 09:33:00,12/19/2020,Euthanasia,At Vet,Intact Male,1 weeks,6 days 17:34:00,6,Not Adopted
827422,Gizmo,2020-12-21 13:03:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Cairn Terrier,Tan,2020-12-22 11:12:00,12/21/2015,Transfer,Partner,Spayed Female,5 years,0 days 22:09:00,0,Not Adopted
827421,,2020-12-21 12:52:00,5318 West 290 Highway in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Brown/White,2020-12-28 16:46:00,9/21/2020,Adoption,,Neutered Male,3 months,7 days 03:54:00,7,B
827419,Little Sister,2020-12-21 11:29:00,7310 Meador in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,9 months,Domestic Shorthair,Brown Tabby,2021-01-11 16:22:00,2/21/2020,Adoption,,Spayed Female,10 months,21 days 04:53:00,21,C
827418,Bebe,2020-12-21 11:29:00,7310 Meador in Austin (TX),Owner Surrender,Normal,Cat,Intact Female,9 months,Domestic Shorthair,Brown Tabby,2021-01-11 16:22:00,2/21/2020,Adoption,,Spayed Female,10 months,21 days 04:53:00,21,C
827417,Roxy,2020-12-28 15:44:00,2501 Sanders Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Tan/White,2021-01-06 17:59:00,9/1/2019,Return to Owner,,Spayed Female,1 year,9 days 02:15:00,9,Not Adopted
827414,*Herbie,2020-12-28 11:22:00,925 East 49Th Street in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pit Bull,Black/White,2021-01-09 13:07:00,5/28/2020,Adoption,,Neutered Male,7 months,12 days 01:45:00,12,B
827409,,2020-12-21 14:11:00,8003 Decker Lane in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Bat,Brown,2020-12-21 14:48:00,12/21/2018,Disposal,,Unknown,2 years,0 days 00:37:00,0,Not Adopted
827407,*Finn,2020-12-20 22:48:00,8510 Elroy Road in Travis (TX),Stray,Injured,Dog,Intact Male,1 year,Shiba Inu Mix,Tan,,,,,,,NaT,New intake,Not Adopted
827405,Jack,2020-12-20 17:08:00,7625 East Ben White Boulevard in Austin (TX),Public Assist,Normal,Dog,Neutered Male,8 years,Labrador Retriever/Boxer,Brown/White,2021-01-09 11:27:00,12/20/2012,Adoption,,Neutered Male,8 years,19 days 18:19:00,19,C
827404,Benny,2020-12-20 17:08:00,7625 East Ben White Boulevard in Austin (TX),Public Assist,Normal,Dog,Neutered Male,9 years,Labrador Retriever,Black/White,2021-01-11 11:54:00,1/5/2011,Adoption,,Neutered Male,10 years,21 days 18:46:00,21,C
827398,,2020-12-20 15:21:00,1307 Showbox Street in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever,Black/White,2020-12-28 16:16:00,8/20/2020,Adoption,,Neutered Male,4 months,8 days 00:55:00,8,B
827395,Hyde,2020-12-20 14:02:00,14000 Jacobson Road in Travis (TX),Stray,Normal,Dog,Intact Male,8 years,Australian Cattle Dog/Queensland Heeler,Black/Blue Merle,2020-12-21 11:44:00,12/20/2012,Return to Owner,,Intact Male,8 years,0 days 21:42:00,0,Not Adopted
827391,,2020-12-20 11:52:00,301 South Caldwell Street in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Pinscher,Brown/Tan,2020-12-28 16:25:00,12/20/2018,Adoption,,Spayed Female,2 years,8 days 04:33:00,8,B
827390,*Serena,2020-12-20 16:11:00,1701 Future Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Border Collie,Black/White,2020-12-28 18:00:00,6/20/2017,Adoption,,Spayed Female,3 years,8 days 01:49:00,8,B
827386,,2020-12-20 08:20:00,Outside Jurisdiction,Stray,Injured,Cat,Intact Male,6 years,Domestic Medium Hair,Brown Tabby,2020-12-20 09:24:00,12/20/2014,Euthanasia,Suffering,Intact Male,6 years,0 days 01:04:00,0,Not Adopted
827385,Mittens,2020-12-20 08:16:00,Outside Jurisdiction,Owner Surrender,Injured,Cat,Spayed Female,1 year,Domestic Shorthair,Blue Tabby/White,2021-01-27 08:51:00,12/20/2019,Adoption,Foster,Spayed Female,1 year,38 days 00:35:00,38,D
827381,,2020-12-19 23:32:00,2529 Rio Grande Street in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,2020-12-20 08:03:00,12/19/2018,Euthanasia,Rabies Risk,Unknown,2 years,0 days 08:31:00,0,Not Adopted
827378,Valentino,2020-12-19 18:03:00,2700 Whitis Avenue in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull,Brown Brindle/White,2020-12-22 11:21:00,12/19/2018,Return to Owner,,Neutered Male,2 years,2 days 17:18:00,2,Not Adopted
827374,Sparky,2020-12-19 15:32:00,1712 Pebble Brook Drive in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,13 years,Chihuahua Shorthair,Brown/White,2021-01-04 11:13:00,12/19/2007,Adoption,,Neutered Male,13 years,15 days 19:41:00,15,C
827373,*Lydia,2020-12-19 14:28:00,Lake Charles Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Black/White,,,,,,,NaT,New intake,Not Adopted
827372,*Helena,2020-12-19 13:53:00,11248 Tom Sassman Road in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Cream/Gold,2020-12-31 13:33:00,12/19/2018,Adoption,,Spayed Female,2 years,11 days 23:40:00,11,B
827371,*Greer,2020-12-19 13:40:00,10601 Menchaca Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown/Brown Brindle,2021-01-21 13:57:00,12/19/2018,Adoption,Foster,Spayed Female,2 years,33 days 00:17:00,33,D
827368,Cash,2020-12-19 12:21:00,4300 Burklund Farms Road in Travis (TX),Public Assist,Normal,Dog,Intact Male,1 year,German Shepherd,Brown/Black,2020-12-21 16:56:00,12/1/2019,Return to Owner,,Intact Male,1 year,2 days 04:35:00,2,Not Adopted
827366,*Chippy,2020-12-19 10:58:00,9201 Farm To Market 812 in Travis (TX),Stray,Injured,Dog,Intact Female,2 years,Great Pyrenees Mix,Tan,2021-01-28 17:27:00,12/19/2018,Adoption,,Spayed Female,2 years,40 days 06:29:00,40,D
827358,Luna,2020-12-19 07:51:00,Colton Bluff Springs Road in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,1 month,German Shepherd,Tan/Black,2020-12-29 14:47:00,10/19/2020,Transfer,Partner,Intact Female,2 months,10 days 06:56:00,10,Not Adopted
827357,*Chicken,2020-12-19 07:43:00,Corpus Christi Drive in Austin (TX),Stray,Injured,Cat,Intact Female,1 year,Domestic Shorthair,Black,2021-02-03 08:52:00,12/19/2019,Adoption,Foster,Spayed Female,1 year,46 days 01:09:00,46,D
827347,*Alistair,2020-12-18 17:26:00,2005 Connestoga Trail in Austin (TX),Abandoned,Normal,Cat,Intact Male,6 months,Domestic Shorthair,Cream Tabby,2021-01-07 11:28:00,6/18/2020,Adoption,Foster,Neutered Male,6 months,19 days 18:02:00,19,C
827345,*Antonio,2020-12-18 17:26:00,2005 Connestoga Trail in Austin (TX),Abandoned,Normal,Cat,Intact Male,6 months,Domestic Shorthair,Cream Tabby,2021-01-11 15:30:00,6/18/2020,Adoption,,Neutered Male,6 months,23 days 22:04:00,23,C
827344,*Bobby,2020-12-18 17:15:00,1212 Westheimer in Austin (TX),Stray,Injured,Cat,Intact Male,7 months,Domestic Shorthair,Brown Tabby/White,,,,,,,NaT,New intake,Not Adopted
827343,Sushi,2020-12-18 16:56:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,9 months,Catahoula Mix,Brown Merle/White,2021-01-12 12:27:00,2/18/2020,Transfer,Partner,Neutered Male,10 months,24 days 19:31:00,24,Not Adopted
827342,Hubbard,2020-12-18 16:20:00,1715 West Cesar Chavez Street in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Mastiff Mix,Brown Brindle,2020-12-19 14:44:00,12/18/2016,Return to Owner,,Intact Male,4 years,0 days 22:24:00,0,Not Adopted
827341,,2020-12-18 15:51:00,East St Johns Avenue And Cameron Road in Austin (TX),Stray,Normal,Dog,Unknown,2 years,Shih Tzu,White/Black,2020-12-19 15:37:00,12/18/2018,Return to Owner,,Unknown,2 years,0 days 23:46:00,0,Not Adopted
827340,Max,2021-02-09 15:29:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,German Shepherd,Black/Brown,2021-02-13 09:42:00,1/18/2018,Adoption,,Neutered Male,3 years,3 days 18:13:00,3,A
827338,*Topper,2020-12-18 14:29:00,7625 East Ben White Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever,Tan/White,2020-12-23 13:22:00,12/18/2019,Adoption,,Neutered Male,1 year,4 days 22:53:00,4,A
827336,*Snoop,2020-12-18 14:54:00,6821 Airport Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,Brown/Brown,2020-12-22 17:10:00,12/18/2018,Adoption,,Neutered Male,2 years,4 days 02:16:00,4,A
827332,Lilky,2020-12-18 14:06:00,512 East Monroe Street in Austin (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White,2020-12-26 13:15:00,12/18/2018,Return to Owner,,Spayed Female,2 years,7 days 23:09:00,7,Not Adopted
827329,*Frijoles,2020-12-18 13:34:00,6909 Sunset Trail in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Boxer Mix,Brown Brindle/White,2021-01-17 15:00:00,1/17/2016,Adoption,,Neutered Male,5 years,30 days 01:26:00,30,
827328,,2020-12-18 13:03:00,1204 Fairbanks Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,German Shepherd,White,2020-12-23 15:52:00,12/18/2017,Adoption,,Spayed Female,3 years,5 days 02:49:00,5,
827327,,2020-12-18 12:50:00,9901 Rodriguez in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair,White/Tan,2020-12-23 16:00:00,12/18/2018,Transfer,Partner,Spayed Female,2 years,5 days 03:10:00,5,Not Adopted
827326,,2020-12-18 12:50:00,9901 Rodriguez in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair,Black,2020-12-23 16:00:00,12/18/2017,Transfer,Partner,Spayed Female,3 years,5 days 03:10:00,5,Not Adopted
827325,Hashy,2020-12-18 12:46:00,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Labrador Retriever,Black,2021-01-16 13:45:00,6/18/2017,Adoption,,Spayed Female,3 years,29 days 00:59:00,29,C
827323,*Marley,2020-12-18 12:35:00,12419 Metric Boulevard in Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,8 years,Maine Coon mix,Brown Tabby,,,,,,,NaT,New intake,Not Adopted
827320,Phin,2020-12-18 11:57:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 months,Domestic Shorthair,Brown Tabby,2021-01-08 16:04:00,6/18/2020,Adoption,,Neutered Male,6 months,21 days 04:07:00,21,C
827319,Wally,2020-12-18 11:57:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 months,Domestic Shorthair,Brown Tabby,2020-12-21 17:25:00,6/18/2020,Adoption,,Neutered Male,6 months,3 days 05:28:00,3,A
827317,Max,2020-12-18 11:57:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,2021-01-20 12:41:00,10/18/2019,Adoption,,Neutered Male,1 year,33 days 00:44:00,33,D
827315,Atticus,2020-12-18 11:26:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,9 years,Labrador Retriever,Chocolate,2021-01-27 13:11:00,12/18/2011,Adoption,Foster,Neutered Male,9 years,40 days 01:45:00,40,D
